"row.names","station_number","date","dayof_year","mean","median","minimum","maximum","p5","p25","p75","p95","mad","mean_mad_perc","median_mad_perc","p5_mad_perc","p95_mad_perc"
"1","07EA004","Jan-01","1","14.2815909385681","14.1500000953674","8.71000003814697","20.2000007629395","10.4299997329712","12.4249999523163","16.2250003814698","18.6499992370605","58.0961064734762","0.245826989199154","0.243561934771439","0.179530098763728","0.321019778590071"
"2","07EA004","Jan-02","2","14.1727273247459","14.0499997138977","8.69999980926514","19.7000007629395","10.3450002193451","12.349999666214","16.1000003814697","18.535000705719","58.0961064734762","0.243953135331306","0.241840642458755","0.178067014251086","0.319040325261405"
"3","07EA004","Jan-03","3","14.041363586079","14","8.69999980926514","19.5","10.2449998378753","12.2750000953675","16","18.3199998855591","58.0961064734762","0.241691990021562","0.240980004510142","0.1763457219384","0.315339546789131"
"4","07EA004","Jan-04","4","13.9318181601438","13.9499998092652","8.69999980926514","19.3999996185303","10.1600003242492","12.1999998092651","15.9249997138977","18.0200006484986","58.0961064734762","0.239806400218995","0.2401193583538","0.174882637425759","0.310175702681997"
"5","07EA004","Jan-05","5","13.8186362223192","13.8499999046326","8.69999980926514","19.2999992370605","10.0239996433258","12.1999998092651","15.8999996185303","17.7349995613098","58.0961064734762","0.237858215655606","0.238398074248845","0.17254167708988","0.305270019590844"
"6","07EA004","Jan-06","6","13.6111363497647","13.75","8.69999980926514","18.1000003814697","9.98349981307984","12.0750002861023","15.7249999046325","16.7849994659424","58.0961064734762","0.234286549925319","0.23667679014389","0.171844559284499","0.288917803357538"
"7","07EA004","Jan-07","7","13.3924999670549","13.3499999046326","8.69999980926514","17.8999996185303","9.95800004005433","11.9500000476837","15.2000002861023","16.685000705719","58.0961064734762","0.230523193033069","0.229791645516339","0.171405635326021","0.287196538951136"
"8","07EA004","Jan-08","8","13.325909094377","13.1500000953674","8.69999980926514","17.7000007629395","9.88149991035462","12.1000003814697","15.0999999046326","16.5700002670288","58.0961064734762","0.229376973833194","0.226349077306429","0.170088849497445","0.285217052791547"
"9","07EA004","Jan-09","9","13.3725000294772","13.25","8.63000011444092","18.5","9.58600006103516","12.0750002861023","15.3250000476838","16.4699998855591","58.0961064734762","0.230178936958235","0.228070361411385","0.165002452710177","0.283495760478862"
"10","07EA004","Jan-10","10","13.3281818519939","13.3499999046326","8.60000038146973","20","9.4925003528595","12.0500001907349","15.1999998092651","16.3549997329712","58.0961064734762","0.229416094486106","0.22979164551634","0.163393055560329","0.281516279243913"
"11","07EA004","Jan-11","11","13.2902273264798","13.25","8.61999988555908","20.7000007629395","9.4160002231598","11.8999996185303","15.1000003814697","16.1400006771088","58.0961064734762","0.22876278864828","0.228070361411385","0.162076269731754","0.277815531140242"
"12","07EA004","Jan-12","12","13.2279545393857","13.25","8.6899995803833","20.2000007629395","9.55399961471557","11.8999996185303","14.9499998092651","16.040000295639","58.0961064734762","0.22769089604008","0.228070361411385","0.164451633588861","0.276094238827555"
"13","07EA004","Jan-13","13","13.1718181696805","13.1500000953674","8.6899995803833","19.7999992370605","9.68150010108947","11.9500000476837","14.8500001430512","15.8699996471405","58.0961064734762","0.226724628709742","0.22634907730643","0.166646281287535","0.273168041895991"
"14","07EA004","Jan-14","14","13.10590913079","13.0499997138977","8.6899995803833","19.5","9.74950003623961","11.7750000953675","14.6750001907349","15.7700002193451","58.0961064734762","0.225590145817664","0.224627784993745","0.167816754478904","0.271446765998767"
