"objectid","cef_disturb_group","cef_disturb_group_rank","cef_disturb_sub_group","cef_disturb_sub_group_rank","source_short_name","cef_extraction_date","cef_human_disturb_flag","area_km2","geom"
"1038","RESULTS_Reserves",11,"RESULTS Reserves",1,"RESULTS","2021-09-16","Natural Landbase","0.0040013249999918","0106000020BD0B00000100000001030000000100000047000000000000000F2E3741A0999999590E1D41000000800E2E3741606666665E0E1D41000000000C2E3741A09999996D0E1D41686666E6052E374160666666800E1D4168666666002E3741C0CCCCCCA80E1D4198999919FB2D3741C0CCCCCCBA0E1D4198999999F32D374100000000C80E1D4198999999F12D374160666666E00E1D4168666666F32D3741A0999999F90E1D41686666E6F12D3741C0CCCCCC1C0F1D41686666E6F12D3741C0CCCCCC2C0F1D41686666E6F22D374100000000480F1D4198999919F82D3741A0999999610F1D4130333333F92D374100000000720F1D4130333333FA2D374100000000920F1D41D0CCCCCC002E374100000000A80F1D4130333333022E374160666666BE0F1D4100000000072E374100000000D60F1D41303333330B2E374140333333EB0F1D41686666E60D2E374160666666F60F1D41303333B3112E37414033333301101D4168666666122E37410000000004101D4100000080162E3741C0CCCCCC18101D41686666E61A2E3741C0CCCCCC2A101D41D0CCCC4C222E3741000000003A101D4168666666232E37410000000038101D41D0CCCC4C272E37416066666630101D41686666E62A2E37416066666624101D41989999192B2E3741403333331F101D41000000002B2E37414033333319101D41686666662A2E3741A099999905101D4168666666292E374140333333FB0F1D4130333333292E3741C0CCCCCCF80F1D41D0CCCCCC272E374140333333E30F1D4100000000272E374160666666D20F1D41303333B3262E374140333333CD0F1D4100000080262E374160666666C80F1D4198999999252E374140333333B50F1D41303333B3232E374100000000A60F1D4100000080232E3741A0999999A30F1D41D0CCCC4C232E374140333333A10F1D4168666666222E3741403333338D0F1D4130333333212E3741403333337D0F1D41000000801F2E3741C0CCCCCC6C0F1D41303333B31D2E3741C0CCCCCC5C0F1D41303333331C2E3741000000004E0F1D41D0CCCCCC1B2E3741606666664A0F1D41D0CCCCCC1B2E3741C0CCCCCC460F1D41D0CCCCCC1B2E374140333333310F1D41D0CCCCCC1B2E3741000000002E0F1D41000000001C2E3741A09999992B0F1D41303333331C2E374140333333290F1D41686666661E2E374160666666140F1D41989999991E2E374100000000120F1D4198999919212E3741A0999999010F1D4198999999212E374100000000FE0E1D4198999919222E374160666666FC0E1D4198999919262E374160666666EE0E1D41D0CCCCCC262E374160666666EC0E1D4198999999272E3741C0CCCCCCEA0E1D41D0CCCCCC2A2E3741C0CCCCCCE60E1D41000000802B2E374100000000E60E1D41686666E62E2E374160666666E40E1D41989999192C2E3741C0CCCCCCD80E1D4198999919262E3741A0999999C70E1D4100000000232E3741A0999999BB0E1D41D0CCCC4C1F2E374100000000AC0E1D41000000801A2E3741A0999999970E1D41686666E6162E3741403333338D0E1D41303333B3122E3741000000007A0E1D41000000000F2E3741A0999999590E1D41"
"1039","RESULTS_Reserves",11,"RESULTS Reserves",1,"RESULTS","2021-09-16","Natural Landbase","0.0195600100000367","0106000020BD0B000001000000010300000001000000860000003033333336483741000000009C0F1D410000000032483741403333337B0F1D41D0CCCCCC2D483741403333334D0F1D41686666662C48374140333333350F1D41303333332B48374140333333270F1D41303333B32C48374140333333250F1D41D0CCCC4C2C48374160666666CA0E1D41D0CCCCCC2848374100000000720E1D41000000002848374160666666460E1D41000000002948374140333333350E1D41303333B33148374160666666140E1D41000000803C48374100000000160E1D419899991948483741A0999999170E1D41D0CCCC4C46483741C0CCCCCC0E0E1D41000000004548374140333333D30D1D419899991947483741000000007C0D1D410000008045483741403333336D0D1D41000000003F48374160666666400D1D41989999193C483741403333332D0D1D41D0CCCC4C3B48374140333333270D1D410000008038483741000000001E0D1D419899999926483741A0999999E90C1D41303333331E483741A0999999DF0C1D41303333B309483741A0999999BB0C1D41686666E6F6473741C0CCCCCC920C1D4168666666E5473741000000006A0C1D4168666666E2473741C0CCCCCC620C1D41D0CCCC4CD747374160666666180C1D41686666E6D4473741A0999999010C1D41D0CCCCCCC4473741C0CCCCCCB20B1D4100000080B447374140333333790B1D4168666666A3473741A0999999290B1D4130333333A7473741606666664A0B1D4100000000AC473741C0CCCCCC6C0B1D4168666666B147374100000000920B1D4168666666B447374160666666BC0B1D4100000080B947374140333333F70B1D41D0CCCC4CBB473741A0999999170C1D41D0CCCCCCBE473741403333333F0C1D4130333333C1473741C0CCCCCC5A0C1D4100000000C347374100000000700C1D41D0CCCCCCC5473741A09999998D0C1D4198999919C747374140333333AD0C1D4130333333C847374160666666D00C1D41D0CCCC4CCA473741C0CCCCCCEC0C1D4100000000CF47374160666666180D1D41686666E6D3473741000000003C0D1D4198999999D8473741A0999999570D1D41303333B3DB473741606666666C0D1D4168666666DE473741A0999999710D1D4100000080E247374100000000680D1D41D0CCCCCCE9473741A0999999570D1D41D0CCCC4CF147374160666666540D1D4100000080F5473741A0999999690D1D41D0CCCC4CFD473741A0999999870D1D41989999990248374160666666AA0D1D41686666660748374160666666CC0D1D41303333330C48374160666666FA0D1D41989999991048374140333333250E1D416866666611483741A0999999570E1D41686666E614483741A0999999810E1D413033333317483741403333339D0E1D41686666661A48374100000000B60E1D41686666662348374160666666D20E1D419899999923483741A0999999DD0E1D416866666628483741A0999999050F1D41D0CCCC4C2348374140333333190F1D41303333331E483741C0CCCCCC2C0F1D41989999191748374100000000420F1D41686666E614483741C0CCCCCC560F1D41989999991048374140333333710F1D41303333B30B483741606666667C0F1D416866666606483741A0999999790F1D41000000000048374140333333670F1D41D0CCCC4CF9473741A0999999590F1D4198999919F647374160666666560F1D41D0CCCCCCF2473741A0999999610F1D41686666E6EC473741C0CCCCCC680F1D4100000080E6473741C0CCCCCC620F1D41303333B3DF473741000000004E0F1D41D0CCCCCCD847374100000000260F1D4198999999D3473741606666660C0F1D41D0CCCC4CCD47374100000000F60E1D4130333333C847374140333333D70E1D41D0CCCCCCC2473741A0999999B90E1D4198999919BB47374100000000AA0E1D4100000000B6473741A0999999A10E1D4100000000B247374140333333A30E1D41D0CCCC4CAD47374100000000B20E1D4198999999AA47374100000000C60E1D41D0CCCCCCA947374140333333D70E1D41686666E6A9473741C0CCCCCCEC0E1D4130333333A947374140333333090F1D41303333B3A9473741C0CCCCCC200F1D4100000000AA473741C0CCCCCC320F1D41D0CCCC4CA8473741606666663E0F1D4168666666A3473741C0CCCCCC480F1D41989999199B47374140333333510F1D41686666E69347374140333333650F1D41989999199247374160666666780F1D41303333339247374160666666980F1D41000000009247374100000000A60F1D419899999991473741A0999999BF0F1D41D0CCCC4C9447374160666666DA0F1D41686666E698473741A0999999F70F1D41303333B39B4737416066666618101D41989999999E473741A09999992B101D41686666E6A04737414033333331101D4198999919A24737416066666630101D4130333333A3473741C0CCCCCC2E101D41D0CCCC4CAA4737414033333325101D4198999999B5473741C0CCCCCC18101D4130333333B74737414033333317101D4198999999C0473741A09999990D101D4168666666C64737410000000012101D41303333B3CB473741C0CCCCCC20101D41303333B3D14737416066666636101D41686666E6D74737410000000050101D4100000080D84737416066666652101D41D0CCCC4CD9473741A099999953101D4198999919DC473741000000004E101D4168666666DE473741C0CCCCCC36101D41D0CCCC4CE3473741000000000A101D4100000080E847374160666666F60F1D4198999999EE473741C0CCCCCCF20F1D41686666E6F4473741C0CCCCCC00101D4198999999FA473741A09999990D101D419899999903483741606666660C101D41989999190E48374100000000FE0F1D410000000017483741A0999999F10F1D41D0CCCCCC2348374140333333E90F1D41989999992E483741A0999999DB0F1D41000000803348374140333333C70F1D413033333336483741000000009C0F1D41"
"1040","RESULTS_Reserves",11,"RESULTS Reserves",1,"RESULTS","2021-09-16","Natural Landbase","0.00169317499997625","0106000020BD0B000001000000010300000001000000230000006866666698483741C0CCCCCC5A101D41303333B39A483741403333335B101D41303333B39B483741403333335D101D41989999999C483741C0CCCCCC5E101D41686666E69D483741403333332B101D41989999999C483741000000001C101D41686666E69848374140333333FB0F1D41989999999B48374160666666FA0F1D41303333B399483741A0999999EB0F1D41686666E69748374100000000DA0F1D41303333B396483741A0999999CD0F1D41989999199348374100000000BA0F1D41686666E68E48374160666666AC0F1D41303333338E48374100000000AA0F1D41000000808C48374140333333A90F1D41303333338B483741C0CCCCCCA80F1D416866666686483741A0999999B30F1D41D0CCCCCC7B483741A0999999D50F1D416866666673483741A0999999FD0F1D41000000006C483741A099999919101D41686666E6694837414033333329101D41989999996B483741A099999935101D41D0CCCC4C6D483741A09999993B101D41D0CCCCCC6D483741A09999993D101D410000008071483741C0CCCCCC4A101D41686666E676483741403333335B101D4100000000794837414033333361101D41686666667A483741A099999965101D41989999197E483741A09999996B101D413033333383483741000000006A101D419899991989483741403333336D101D41303333B38D483741606666666C101D41D0CCCCCC924837410000000062101D419899999996483741A099999959101D416866666698483741C0CCCCCC5A101D41"
"1041","RESULTS_Reserves",11,"RESULTS Reserves",1,"RESULTS","2021-09-16","Natural Landbase","0.0255783800000221","0106000020BD0B0000010000000103000000010000001C000000303333B38546374140333333490D1D41989999997046374140333333870D1D41000000806C46374100000000AC0D1D41303333B36C46374100000000D80D1D41303333B36A46374140333333030E1D41989999195446374160666666560E1D41686666664C463741C0CCCCCC780E1D41D0CCCC4C5146374160666666AE0E1D41000000004346374140333333770F1D41D0CCCCCC42463741A09999999B0F1D41D0CCCC4C6046374140333333B50F1D419899999973463741C0CCCCCCFA0F1D4130333333774637410000000052101D4130333333964637416066666680101D4168666666B1463741C0CCCCCC84101D4100000080C7463741A099999941101D4168666666CC46374160666666DA0F1D4168666666DA46374140333333730F1D41303333B3E8463741A09999996D0F1D41000000000347374100000000920F1D41303333B31947374160666666A40F1D41000000001E473741000000000C0F1D41686666660F47374100000000B00E1D41D0CCCC4CE046374140333333390E1D41D0CCCC4CC446374100000000080E1D41686666E6AB46374100000000C80D1D41D0CCCC4C98463741606666668E0D1D41303333B38546374140333333490D1D41"
"1042","RESULTS_Reserves",11,"RESULTS Reserves",1,"RESULTS","2021-09-16","Natural Landbase","0.0275405149999982","0106000020BD0B00000100000001030000000100000035000000D0CCCCCC74E33741C0CCCCCCC00C1D410000008045E3374140333333910C1D41686666E63AE33741403333338D0C1D41D0CCCCCC37E3374140333333F10C1D41686666E636E3374100000000160D1D41686666E633E33741403333336D0D1D41686666E630E33741C0CCCCCCE00D1D41686666662EE33741C0CCCCCC040E1D41686666E62AE33741403333333F0E1D413033333326E33741C0CCCCCCBA0E1D41303333B31FE33741A09999992D0F1D419899991918E33741C0CCCCCCC20F1D41989999191EE33741A099999949101D41686666E620E33741A09999994B101D41989999193BE33741A09999994B101D41686666E644E33741606666662C101D419899991945E337410000000000101D41D0CCCC4C45E3374100000000D60F1D41D0CCCCCC65E33741C0CCCCCCB40F1D41D0CCCC4C78E337410000000000101D41000000008CE33741A09999994F101D41686666E68FE33741A09999995F101D413033333393E337410000000078101D410000008096E33741A09999998F101D41303333B3A5E337410000000078101D4198999919BDE33741A099999953101D4100000000C6E33741000000001E101D4198999999C4E33741A0999999FD0F1D419899999995E33741C0CCCCCCC40F1D41686666668AE33741C0CCCCCC8E0F1D419899991993E33741C0CCCCCC6E0F1D4100000000BEE33741606666665C0F1D4100000000C4E33741A0999999370F1D4100000000BFE3374100000000100F1D4130333333BDE3374160666666020F1D4100000000AAE3374100000000C60E1D41D0CCCCCCA2E3374140333333AF0E1D41686666668FE33741A0999999A50E1D41989999997FE33741C0CCCCCC8C0E1D41686666E685E33741A0999999450E1D41303333B38AE33741000000003C0E1D41686666E68AE33741403333331B0E1D41303333B397E3374160666666EC0D1D41D0CCCCCC9BE3374100000000B60D1D4100000080BDE3374100000000620D1D4100000080BCE3374100000000360D1D4100000000BCE3374100000000320D1D4168666666B4E3374100000000F80C1D4130333333ADE33741C0CCCCCCE80C1D4100000000A5E3374160666666D20C1D41D0CCCC4C9BE3374100000000D40C1D410000008092E3374160666666DE0C1D41D0CCCCCC74E33741C0CCCCCCC00C1D41"
"1043","RESULTS_Reserves",11,"RESULTS Reserves",1,"RESULTS","2021-09-16","Natural Landbase","0.00848704000002466","0106000020BD0B00000100000001030000000100000032000000D0CCCC4CFB1E3841C0CCCCCC9E0F1D4198999999F21E3841606666667C0F1D41D0CCCC4CE71E384140333333870F1D4198999999D31E3841606666668E0F1D41686666E6B91E3841A0999999970F1D4198999999B31E3841606666669C0F1D41D0CCCC4CAD1E3841A0999999A10F1D4100000080A91E384160666666A40F1D41D0CCCC4CA21E3841C0CCCCCCBC0F1D41303333339E1E384140333333EB0F1D41303333B39D1E38410000000004101D41303333B39F1E3841A099999921101D41686666E6A31E3841C0CCCCCC42101D41D0CCCC4CAB1E38414033333361101D4198999919AF1E3841A099999967101D41303333B3BA1E3841403333337B101D4100000080D01E3841A099999991101D4100000080E61E3841C0CCCCCCA4101D41686666E6F61E3841C0CCCCCCB2101D4100000000021F3841A099999983101D4198999919101F3841A09999994F101D41D0CCCCCC1C1F3841606666662C101D41303333332E1F3841C0CCCCCC0E101D41303333B3371F3841C0CCCCCC06101D41303333B3411F38410000000014101D41000000804C1F38414033333313101D41000000805C1F38410000000008101D4198999919781F384160666666E80F1D41303333B37B1F384100000000E40F1D41000000007F1F384100000000E00F1D41D0CCCC4C841F3841A0999999CB0F1D41686666E67F1F384100000000C60F1D4100000000731F3841C0CCCCCCBA0F1D4100000000721F3841A0999999B90F1D41303333B36D1F3841A0999999B30F1D4100000000681F384160666666AA0F1D4130333333641F384140333333AF0F1D4100000080611F3841C0CCCCCCB20F1D41D0CCCCCC5A1F384100000000BC0F1D41686666E64C1F3841C0CCCCCCCC0F1D41686666E63A1F384160666666DE0F1D41303333B32E1F384100000000DA0F1D41686666662A1F3841C0CCCCCCD80F1D41D0CCCCCC251F384140333333D70F1D41000000001F1F384160666666D40F1D41686666E6191F384160666666D20F1D41686666E60C1F384140333333C70F1D41D0CCCC4C091F384160666666C00F1D4198999919FF1E384140333333AD0F1D41D0CCCC4CFB1E3841C0CCCCCC9E0F1D41"
"1044","RESULTS_Reserves",11,"RESULTS Reserves",1,"RESULTS","2021-09-16","Natural Landbase","0.00297537000000106","0106000020BD0B00000100000001030000000100000021000000303333B36016384100000000B80F1D41686666664D163841A09999998B0F1D41000000804D163841C0CCCCCC880F1D41989999195316384100000000420F1D41303333B36416384160666666560F1D410000000068163841A0999999610F1D41303333336C16384100000000700F1D410000008074163841C0CCCCCC520F1D41000000007516384140333333510F1D41303333B375163841403333334F0F1D419899999976163841A09999994D0F1D41D0CCCC4C77163841606666664C0F1D413033333389163841A09999992D0F1D41686666667C16384140333333050F1D41686666667C16384160666666DA0E1D41303333337316384100000000B60E1D41686666E666163841A0999999DF0E1D41686666665416384100000000FE0E1D41303333B349163841A09999996D0F1D419899991944163841A0999999F70F1D4100000000471638416066666616101D41000000803A1638414033333359101D41989999194716384100000000AC101D41000000004A16384160666666B8101D41000000005616384140333333EB101D41303333B354163841C0CCCCCC80101D41D0CCCCCC54163841C0CCCCCC7C101D41686666E6541638416066666678101D41D0CCCC4C57163841A099999947101D41686666664B1638410000000026101D41989999994F16384100000000FC0F1D41D0CCCC4C5A1638416066666610101D41303333B36016384100000000B80F1D41"
"1045","RESULTS_Reserves",11,"RESULTS Reserves",1,"RESULTS","2021-09-16","Natural Landbase","0.00521380499999791","0106000020BD0B0000010000000103000000010000002800000030333333FC333741A0999999A30F1D41D0CCCCCCF633374140333333AF0F1D41686666E6EF33374160666666BE0F1D4130333333E3333741A0999999CF0F1D4168666666D9333741A0999999E50F1D4100000080D133374100000000F80F1D4168666666C4333741403333330B101D4130333333BE3337410000000016101D41D0CCCCCCB7333741C0CCCCCC1C101D4100000080B13337416066666628101D4168666666AC3337414033333333101D4100000080AC3337416066666646101D4198999919B3333741403333335B101D41686666E6BD333741A099999971101D41D0CCCCCCC8333741606666668A101D41686666E6D03337410000000094101D4100000000DD333741A0999999AF101D4100000000E833374140333333D3101D4168666666EF33374140333333E3101D41686666E6F633374160666666EE101D41000000800B3437414033333317111D41000000800C343741A099999909111D41686666660D343741A0999999EB101D41686666660E34374100000000E0101D41000000001234374140333333C1101D41D0CCCC4C11343741A0999999AB101D410000000010343741A099999993101D4100000000113437414033333375101D41303333B311343741C0CCCCCC60101D41D0CCCCCC113437416066666648101D410000008011343741C0CCCCCC36101D41D0CCCC4C143437416066666620101D41D0CCCC4C153437410000000012101D41686666E613343741A0999999FF0F1D41989999990E34374140333333E90F1D41989999990B34374140333333E10F1D41686666E60634374140333333D10F1D41000000000034374140333333C90F1D4100000080FE333741A0999999B90F1D4130333333FC333741A0999999A30F1D41"
"1046","RESULTS_Reserves",11,"RESULTS Reserves",1,"RESULTS","2021-09-16","Natural Landbase","0.0251514850001055","0106000020BD0B000001000000010300000001000000260000009899999948A33641C0CCCCCCCC0F1D410000000004A2364100000000A20F1D41303333B30FA236410000000006101D419899991914A236414033333305101D41989999191FA236410000000050101D41303333331AA236414033333397101D41686666E624A2364140333333E1101D416866666628A23641A0999999FB101D41303333B334A23641C0CCCCCCFE101D41303333333BA2364100000000F0101D410000008043A23641C0CCCCCCDC101D416866666653A2364140333333CB101D41686666E65DA2364100000000F0101D410000000061A23641C0CCCCCCFA101D410000008072A2364160666666FE101D410000008073A23641C0CCCCCCFC101D41989999197AA2364140333333F1101D413033333380A2364100000000E2101D4100000080A6A236410000000002111D4100000080B1A23641C0CCCCCCF8101D41D0CCCC4CBBA23641C0CCCCCC1C111D41D0CCCC4CD0A236416066666620111D4100000000DFA2364160666666FE101D4130333333E6A2364160666666F6101D41D0CCCC4CF2A236410000000012111D41686666E606A33641C0CCCCCC1E111D41000000801FA336416066666656111D419899991929A33641C0CCCCCC4A111D41D0CCCC4C2AA336414033333349111D41686666662DA33641606666662A111D41D0CCCCCC3BA336414033333303111D41989999193EA3364100000000F0101D41686666E640A33641A0999999D9101D41D0CCCC4C46A3364140333333AD101D419899999946A336416066666672101D410000000046A336416066666654101D41D0CCCC4C45A33641606666662C101D419899999948A33641C0CCCCCCCC0F1D41"
"1047","RESULTS_Reserves",11,"RESULTS Reserves",1,"RESULTS","2021-09-16","Natural Landbase","0.00207577499996005","0106000020BD0B0000010000000103000000010000001000000098999919FB153841A09999996F101D41D0CCCC4CF4153841A099999949101D4130333333D8153841A099999965101D4100000080D7153841A099999965101D4100000080CC1538414033333365101D4198999999C515384140333333AD101D4168666666BC15384160666666E0101D4100000080AF153841A09999991F111D4198999919B01538416066666624111D4168666666B01538416066666628111D41303333B3B0153841403333332B111D4198999999B5153841C0CCCCCC56111D4100000080BA1538414033333373111D4198999919C7153841A09999992D111D4198999919E7153841C0CCCCCCB8101D4198999919FB153841A09999996F101D41"
"1048","RESULTS_Reserves",11,"RESULTS Reserves",1,"RESULTS","2021-09-16","Natural Landbase","0.015937369999996","0106000020BD0B0000010000000103000000010000002C000000686666E655B43641C0CCCCCC3A0E1D41989999994BB4364100000000400E1D410000008044B4364160666666580E1D416866666640B43641C0CCCCCCA60E1D41686666E63AB43641C0CCCCCC0E0F1D41686666E63DB4364140333333810F1D41686666E633B4364100000000880F1D41686666662EB43641C0CCCCCC8A0F1D413033333326B4364140333333790F1D41303333B321B4364140333333810F1D413033333321B4364140333333850F1D41000000001EB43641A09999999F0F1D41D0CCCCCC18B43641C0CCCCCCA80F1D41686666E60BB4364160666666A20F1D410000000008B43641A0999999A30F1D41303333B304B43641C0CCCCCCA40F1D410000000004B43641A0999999A30F1D416866666603B43641C0CCCCCCA20F1D41D0CCCC4CFFB3364160666666CE0F1D410000000008B43641C0CCCCCCE80F1D41303333B318B43641A099999901101D41000000801CB43641A099999919101D41D0CCCC4C1AB43641C0CCCCCC50101D413033333315B43641C0CCCCCC90101D413033333311B43641C0CCCCCCBA101D41D0CCCC4C0CB43641C0CCCCCCC0101D416866666610B43641C0CCCCCCDE101D41303333B316B436416066666618111D41000000001CB436414033333353111D416866666621B436416066666690111D41686666E624B43641000000007E111D41989999194BB4364100000000F0101D419899991953B4364100000000D2101D410000000062B43641A09999998B101D41D0CCCC4C66B436410000000078101D41989999196EB43641C0CCCCCC52101D41303333B374B43641A099999935101D410000000080B43641606666663A101D410000000088B43641403333333D101D41303333B39BB43641C0CCCCCC18101D41303333B3A0B4364140333333E10F1D41686666E695B43641C0CCCCCC4C0F1D41686666E678B4364140333333BD0E1D41686666E655B43641C0CCCCCC3A0E1D41"
"1049","RESULTS_Reserves",11,"RESULTS Reserves",1,"RESULTS","2021-09-16","Natural Landbase","0.0111304999999968","0106000020BD0B0000010000000103000000010000002C00000030333333D49636414033333327101D4130333333CA9636410000000004101D4100000000CA9636414033333301101D41686666E6C996364100000000FE0F1D41303333B3C196364140333333C30F1D41D0CCCC4CBF96364100000000B20F1D41686666E6B9963641A0999999910F1D4198999999B5963641C0CCCCCC760F1D41D0CCCC4CB4963641000000006A0F1D4100000080AE963641C0CCCCCC2C0F1D41686666E6A996364160666666060F1D4100000000A6963641C0CCCCCCF60E1D4198999919A5963641C0CCCCCCF20E1D4198999919A496364140333333EF0E1D41303333B3A1963641C0CCCCCCEE0E1D41303333339F963641C0CCCCCCEE0E1D41686666E69E963641A0999999EB0E1D41989999999E96364160666666E80E1D41989999199596364100000000E20E1D41989999998F963641C0CCCCCCE00E1D41D0CCCCCC8B963641A0999999130F1D41303333B38A963641403333334F0F1D41D0CCCC4C8A963641A0999999690F1D41000000808996364140333333A30F1D41D0CCCC4C849636414033333303101D419899999980963641A099999933101D41000000807D9636416066666652101D4168666666819636416066666676101D41303333338B96364100000000B0101D410000000096963641000000000C111D41303333B391963641C0CCCCCC96111D4100000080AF963641A0999999A9111D41303333B3B5963641A0999999AD111D41686666E6BC96364160666666B2111D41D0CCCCCCC5963641C0CCCCCCAA111D4198999999CC963641000000008C111D4100000080D2963641C0CCCCCC6A111D4100000080D4963641A09999995F111D4100000000D9963641A09999994F111D4100000080E1963641A099999931111D41303333B3E0963641C0CCCCCC20111D4198999919DE963641A0999999E5101D41D0CCCC4CD5963641606666665E101D4130333333D49636414033333327101D41"
"24540","Cutblocks",9,"Current FAIB",1,"FAIB","20210926","Human Disturb Current 20yr","0.00133997000000134","0106000020BD0B00000100000001030000000100000005000000686666E6A02137410000000020311F41D0CCCC4C9C213741403333336D301F41D0CCCC4C7C213741C0CCCCCC7A301F4198999919872137416066666632311F41686666E6A02137410000000020311F41"
"1051","RESULTS_Reserves",11,"RESULTS Reserves",1,"RESULTS","2021-09-16","Natural Landbase","0.0564588150000651","0106000020BD0B00000100000001030000000100000042000000686666666EFC374100000000BA0D1D41000000006AFC3741A0999999A50D1D416866666669FC374140333333A30D1D41686666E660FC3741000000007A0D1D419899991960FC3741A0999999750D1D413033333359FC374100000000460D1D41D0CCCCCC58FC374140333333430D1D410000008058FC3741C0CCCCCC3E0D1D41686666E654FC374100000000EE0C1D419899999954FC374140333333EB0C1D410000008054FC3741C0CCCCCCE60C1D419899999954FC374160666666E20C1D410000000057FC374140333333A70C1D419899991956FC3741403333337B0C1D41D0CCCCCC52FC374140333333470C1D41686666664FFC374100000000100C1D41D0CCCC4C4FFC3741403333330D0C1D41989999194DFC3741A0999999CB0B1D41303333B348FC3741C0CCCCCC8A0B1D41D0CCCC4C2CFC374100000000820B1D419899991903FC374100000000820B1D4168666666FCFB3741000000008C0B1D41D0CCCC4CEDFB374100000000E00B1D41303333B3E5FB3741C0CCCCCC300C1D4198999999DBFB374160666666660C1D4100000000CFFB3741C0CCCCCC700C1D41303333B3BBFB374140333333770C1D4198999999ACFB3741A0999999950C1D41D0CCCCCC8BFB374140333333410D1D41D0CCCCCC7BFB374160666666840D1D419899991960FB374100000000FA0D1D41303333335AFB374100000000200E1D41D0CCCCCC56FB374160666666360E1D41303333B342FB374100000000980E1D41686666E626FB374100000000D80E1D41303333B312FB374100000000220F1D41686666E601FB3741606666664E0F1D4130333333F3FA374140333333CB0F1D4198999999DFFA3741C0CCCCCC5E101D4168666666CDFA374160666666C6101D4168666666CEFA3741C0CCCCCC2A111D41303333B3DEFA37414033333397111D4198999999FCFA3741A0999999BF111D41D0CCCC4C15FB3741C0CCCCCC6A111D41D0CCCCCC1AFB3741000000005C111D410000000041FB374140333333F5101D41D0CCCC4C4FFB374100000000BC101D410000008053FB374100000000A8101D410000000056FB37410000000068101D41686666E660FB37414033333317101D41000000806DFB3741A0999999F50F1D41303333337FFB374100000000D40F1D41686666E68AFB3741A0999999A10F1D41989999199FFB374160666666540F1D41686666E6AAFB3741C0CCCCCCF20E1D41686666E6BFFB374100000000980E1D4198999999C3FB3741606666668C0E1D4198999999D6FB3741A0999999510E1D41D0CCCC4CE2FB3741C0CCCCCC000E1D41D0CCCC4CF2FB374160666666EC0D1D41D0CCCC4C07FC3741000000003A0E1D419899999915FC3741A0999999650E1D41D0CCCCCC2EFC374160666666360E1D41686666E648FC3741000000000E0E1D41686666E65DFC374160666666E20D1D41686666666EFC374100000000BA0D1D41"
"1052","RESULTS_Reserves",11,"RESULTS Reserves",1,"RESULTS","2021-09-16","Natural Landbase","0.00295409499999966","0106000020BD0B000001000000010300000001000000110000006866666639163841606666667C101D41303333B329163841403333337F101D41D0CCCCCC1B163841403333339D101D419899991919163841C0CCCCCCC2101D41303333B31E16384100000000EA101D41989999991E16384100000000EE101D41989999191B163841403333335B111D41686666E62016384140333333B9111D41686666662616384100000000BC111D41D0CCCC4C3E163841A0999999CB111D41000000804416384100000000C4111D41303333B351163841000000005C111D41000000004A163841A099999951111D410000008044163841000000004A111D41989999193F163841C0CCCCCCF2101D41686666E633163841A0999999AD101D416866666639163841606666667C101D41"
"1053","RESULTS_Reserves",11,"RESULTS Reserves",1,"RESULTS","2021-09-16","Natural Landbase","0.00105341999998225","0106000020BD0B0000010000000103000000010000000A0000000000000025C3364100000000F8101D41303333B31EC33641C0CCCCCCE8101D410000000010C336414033333343111D41D0CCCCCC02C33641C0CCCCCCAA111D419899991900C33641C0CCCCCCD0111D419899999903C3364100000000E6111D41303333B313C3364140333333C1111D41303333B31DC33641A09999997F111D419899999928C336414033333309111D410000000025C3364100000000F8101D41"
"1054","RESULTS_Reserves",11,"RESULTS Reserves",1,"RESULTS","2021-09-16","Natural Landbase","0.000768409999981672","0106000020BD0B00000100000001030000000100000007000000686666E66FE43741A099999993111D41000000806FE43741403333336B111D41D0CCCC4C50E437410000000086111D419899991947E43741000000008A111D41000000004EE4374100000000D6111D413033333355E43741C0CCCCCCF6111D41686666E66FE43741A099999993111D41"
"1055","RESULTS_Reserves",11,"RESULTS Reserves",1,"RESULTS","2021-09-16","Natural Landbase","0.00041863999996012","0106000020BD0B00000100000001030000000100000022000000303333B35616384160666666BE111D410000008050163841A0999999EF111D41989999195016384100000000F2111D41303333334F16384160666666F4111D41D0CCCCCC4E163841C0CCCCCCF6111D41989999194E163841C0CCCCCCF8111D41D0CCCC4C4D16384100000000FA111D416866666647163841A099999901121D419899999940163841000000000A121D410000000040163841606666660A121D41303333333F163841C0CCCCCC0A121D41303333333E163841606666660A121D41989999193D163841A099999909121D41989999993C163841C0CCCCCC10121D41000000803F1638416066666612121D41D0CCCCCC5016384100000000FE111D410000000064163841C0CCCCCC66111D41686666E6671638416066666608111D4130333333661638410000000082101D41989999996A163841606666662A101D419899991973163841A0999999B50F1D41989999197F163841606666668A0F1D410000000091163841403333336D0F1D41D0CCCC4C9016384140333333650F1D41000000007E16384140333333830F1D41D0CCCC4C71163841A0999999B10F1D419899999968163841C0CCCCCC28101D419899991964163841A099999981101D41686666E6651638416066666606111D41686666E6651638414033333309111D413033333362163841C0CCCCCC60111D4198999919621638414033333363111D41D0CCCCCC61163841A099999965111D41303333B35616384160666666BE111D41"
