"objectid","cef_disturb_group","cef_disturb_group_rank","cef_disturb_sub_group","cef_disturb_sub_group_rank","source_short_name","cef_extraction_date","cef_human_disturb_flag","area_km2","geom"
"1023","RESULTS_Reserves",11,"RESULTS Reserves",1,"RESULTS","2021-09-16","Natural Landbase","0.000512504999985062","0106000020BD0B00000100000001030000000100000007000000989999195C18384140333333530F1D410000000057183841C0CCCCCC040F1D41D0CCCC4C44183841403333330B0F1D41000000003F183841C0CCCCCC0C0F1D41686666664218384160666666440F1D419899999951183841606666666C0F1D41989999195C18384140333333530F1D41"
"1024","RESULTS_Reserves",11,"RESULTS Reserves",1,"RESULTS","2021-09-16","Natural Landbase","3.45150000000745e-05","0106000020BD0B00000100000001030000000100000004000000000000004618384140333333810F1D41303333334D18384160666666760F1D41686666E643183841000000005E0F1D41000000004618384140333333810F1D41"
"1025","RESULTS_Reserves",11,"RESULTS Reserves",1,"RESULTS","2021-09-16","Natural Landbase","5.3294999997057e-05","0106000020BD0B000001000000010300000001000000050000003033333325173841A0999999810F1D41000000001E173841000000004A0F1D41000000001B173841403333336D0F1D41686666E61F173841A0999999770F1D413033333325173841A0999999810F1D41"
"1026","RESULTS_Reserves",11,"RESULTS Reserves",1,"RESULTS","2021-09-16","Natural Landbase","0.000711504999995772","0106000020BD0B000001000000010300000001000000080000000000000045173841C0CCCCCC700F1D41D0CCCC4C3317384140333333010F1D416866666621173841606666663C0F1D419899991929173841C0CCCCCC760F1D41000000002B17384140333333850F1D41989999993017384100000000880F1D41989999194417384100000000840F1D410000000045173841C0CCCCCC700F1D41"
"1027","RESULTS_Reserves",11,"RESULTS Reserves",1,"RESULTS","2021-09-16","Natural Landbase","1.85850000019744e-05","0106000020BD0B00000100000001030000000100000004000000000000004618384140333333810F1D416866666638183841C0CCCCCC880F1D41000000803B18384100000000920F1D41000000004618384140333333810F1D41"
"1028","RESULTS_Reserves",11,"RESULTS Reserves",1,"RESULTS","2021-09-16","Natural Landbase","0.00732222999998292","0106000020BD0B00000100000001030000000100000031000000D0CCCCCC6582374160666666C60E1D41303333336D82374100000000AA0E1D41989999997382374100000000980E1D41D0CCCC4C8082374160666666740E1D41686666E682823741403333336F0E1D41D0CCCC4CA0823741C0CCCCCC340E1D4198999919B882374140333333050E1D41303333B3D2823741C0CCCCCCB60D1D4198999999E5823741A0999999490D1D4198999919E682374100000000420D1D4198999999DC823741606666663C0D1D4100000000DC823741000000003C0D1D4168666666DB823741A09999993B0D1D41D0CCCCCCDA823741403333333B0D1D4130333333DA823741000000003A0D1D4198999999D9823741C0CCCCCC380D1D4100000000D9823741A0999999370D1D41303333B3CD823741A09999991D0D1D4130333333CD823741606666661C0D1D4198999999CC823741C0CCCCCC1A0D1D4100000000CC823741A0999999190D1D4198999999CB823741A0999999170D1D4130333333CB823741A0999999150D1D41D0CCCCCCCA823741A0999999130D1D41D0CCCC4CC782374140333333030D1D4100000080BF823741C0CCCCCCDA0C1D41D0CCCCCCBE823741A0999999E30C1D4198999919BB823741A0999999330D1D41D0CCCCCCAD823741606666666E0D1D41989999199682374100000000A80D1D41000000809282374160666666B00D1D41000000008482374140333333CF0D1D41D0CCCC4C73823741C0CCCCCCF20D1D41303333336B82374160666666080E1D41303333336782374100000000200E1D41D0CCCC4C5A823741A09999996B0E1D41303333334F82374160666666960E1D41000000004882374100000000B20E1D41686666E63682374160666666F40E1D41000000803682374160666666F60E1D41D0CCCC4C3082374100000000100F1D41000000002A823741A0999999290F1D41303333B324823741A09999993F0F1D41D0CCCC4C1E82374160666666460F1D419899991918823741C0CCCCCC4C0F1D41989999991D823741A0999999610F1D41989999992782374100000000880F1D41303333B32C823741A09999999B0F1D41D0CCCCCC6582374160666666C60E1D41"
"1029","RESULTS_Reserves",11,"RESULTS Reserves",1,"RESULTS","2021-09-16","Natural Landbase","0.0108302249999725","0106000020BD0B0000010000000103000000010000001D00000098999999E6173841A0999999430B1D4168666666DC17384100000000460B1D4100000000C4173841A0999999510B1D4130333333B217384160666666120C1D4168666666A9173841C0CCCCCC420C1D41686666E6A8173841A0999999450C1D4100000000AE173841C0CCCCCC600C1D41303333B3A717384100000000B80C1D41989999999E173841A0999999350D1D41D0CCCC4C8A173841A0999999830D1D41989999996F17384140333333650E1D41D0CCCCCC57173841606666662E0F1D41D0CCCCCC56173841A0999999970F1D41989999995C173841606666669E0F1D416866666671173841C0CCCCCCA80F1D41303333B374173841403333336D0F1D41303333B377173841A0999999530F1D41686666E67E173841403333332F0F1D41D0CCCC4C87173841A09999991B0F1D41D0CCCCCC87173841606666661A0F1D416866666688173841000000001A0F1D41D0CCCCCC9E173841000000003C0E1D41303333B3A617384100000000EE0D1D4100000000CA17384100000000B80C1D41D0CCCC4CCB173841C0CCCCCCAC0C1D4198999919D0173841C0CCCCCC820C1D41D0CCCC4CE517384160666666C80B1D4100000080E617384100000000500B1D4198999999E6173841A0999999430B1D41"
"1032","RESULTS_Reserves",11,"RESULTS Reserves",1,"RESULTS","2021-09-16","Natural Landbase","0.00630622500016717","0106000020BD0B00000100000001030000000100000046000000686666E6F417384140333333B90F1D4130333333F5173841C0CCCCCCAA0F1D41D0CCCC4CF517384160666666A80F1D41D0CCCCCCF5173841A0999999A50F1D4198999999F617384140333333A30F1D41D0CCCC4CF7173841C0CCCCCCA20F1D4100000000F8173841C0CCCCCCA20F1D41303333B3F817384140333333A50F1D41D0CCCC4CF917384140333333A70F1D4198999999F917384140333333AB0F1D4168666666F9173841A0999999B70F1D41D0CCCC4C0C183841C0CCCCCCB00F1D41686666660618384100000000780F1D410000008006183841C0CCCCCC740F1D416866666609183841606666664C0F1D416866666612183841000000001E0F1D41D0CCCCCC12183841000000001C0F1D41D0CCCCCC22183841A0999999050F1D41D0CCCCCC2918384100000000060F1D41686666662918384160666666E00E1D41303333332518384100000000A60E1D413033333316183841C0CCCCCCA80E1D410000000015183841C0CCCCCCA80E1D41303333331218384140333333B10E1D410000008011183841C0CCCCCCC60E1D41989999191118384100000000CA0E1D41000000801018384100000000CC0E1D41303333B30F183841A0999999CD0E1D41303333B30E18384140333333CD0E1D41000000000E18384100000000CC0E1D41000000800D18384140333333C90E1D41989999190D18384140333333C50E1D41686666E60D183841A0999999A90E1D41686666660E18384140333333A70E1D41D0CCCC4C1318384100000000980E1D419899991914183841A0999999970E1D41000000002418384160666666940E1D41686666E61B18384160666666220E1D41000000801218384140333333150E1D41D0CCCC4C04183841C0CCCCCCF40D1D41303333B3F817384160666666DA0D1D4130333333F8173841C0CCCCCCD80D1D4100000000F817384160666666D60D1D41303333B3F717384140333333D30D1D41686666E6F717384140333333CF0D1D41D0CCCC4CF817384160666666CC0D1D4198999919F9173841A0999999CB0D1D41303333B3F917384100000000CA0D1D41303333B3FA17384160666666CA0D1D410000008001183841A0999999D90D1D41D0CCCC4C14183841C0CCCCCC040E1D41D0CCCC4C1A183841403333330D0E1D41686666661318384160666666AC0D1D416866666624183841C0CCCCCC820D1D41303333B31D18384140333333710D1D41686666E60F183841C0CCCCCC420D1D41686666660F18384100000000400D1D41D0CCCCCC0B18384140333333110D1D41686666E60B18384160666666EC0C1D41D0CCCCCC0518384140333333DD0C1D41989999190218384140333333DF0C1D416866666601183841A0999999DF0C1D41303333B30018384160666666DE0C1D4100000000FE173841C0CCCCCCDA0C1D4198999999FE173841000000000C0D1D41303333B3F7173841A09999997F0D1D4130333333F2173841C0CCCCCCDA0D1D41303333B3EE17384140333333370F1D4168666666ED17384100000000BC0F1D41686666E6F417384140333333B90F1D41"
"1033","RESULTS_Reserves",11,"RESULTS Reserves",1,"RESULTS","2021-09-16","Natural Landbase","1.61999999854714e-06","0106000020BD0B0000010000000103000000010000000400000030333333D117384100000000C60F1D41D0CCCCCCD117384160666666BC0F1D41D0CCCCCCCF173841C0CCCCCCC60F1D4130333333D117384100000000C60F1D41"
"1034","RESULTS_Reserves",11,"RESULTS Reserves",1,"RESULTS","2021-09-16","Natural Landbase","0.00631321500002317","0106000020BD0B0000010000000103000000010000001F000000D0CCCC4CDC173841A0999999FF0E1D4130333333E917384100000000200D1D4198999919EC17384140333333B30C1D4168666666E717384160666666800C1D4198999919E417384100000000740C1D4198999999DC17384100000000AC0C1D4100000000D817384140333333D90C1D41303333B3B1173841000000004E0E1D41000000808C17384160666666BA0F1D41000000809E173841A0999999BD0F1D41303333B3B0173841403333330F0F1D4198999999B1173841A0999999CB0E1D41686666E6B417384160666666A00E1D41D0CCCC4CB5173841606666669E0E1D41686666E6BB17384140333333890E1D4168666666BC173841A0999999870E1D4130333333BD17384140333333870E1D4198999919BF173841606666666C0E1D41D0CCCC4CCF173841606666667A0D1D41D0CCCC4CDB173841000000008C0D1D4198999919CE17384100000000580E1D4100000080CD17384160666666B60E1D4168666666CD173841C0CCCCCCC80E1D4100000000B3173841C0CCCCCCC20F1D4100000080C617384100000000CA0F1D4198999999C9173841C0CCCCCCC80F1D4130333333D417384160666666920F1D41303333B3D4173841A09999998F0F1D41686666E6D4173841606666668C0F1D4198999999DA173841000000003E0F1D41D0CCCC4CDC173841A0999999FF0E1D41"
"1035","RESULTS_Reserves",11,"RESULTS Reserves",1,"RESULTS","2021-09-16","Natural Landbase","0.00332283499997655","0106000020BD0B0000010000000103000000010000003700000030333333CA1F3841C0CCCCCCC60E1D4130333333C91F3841A0999999C70E1D4130333333C81F3841C0CCCCCCC80E1D41D0CCCCCCC61F384100000000D40E1D41686666E6C31F3841C0CCCCCCEA0E1D41686666E6BC1F3841C0CCCCCCFC0E1D4130333333B51F384140333333030F1D4100000080AD1F3841606666660A0F1D41303333B3AA1F3841403333330D0F1D4100000000A31F384160666666160F1D4100000000A21F384160666666180F1D41686666E6911F384100000000380F1D4168666666851F3841A09999994F0F1D41686666667D1F3841A09999996F0F1D4198999999781F384100000000800F1D4100000080761F384160666666880F1D41D0CCCCCC751F3841403333338B0F1D4100000080741F3841606666668E0F1D41686666E6751F384160666666900F1D41000000007F1F384100000000980F1D4130333333821F3841C0CCCCCC9A0F1D41989999198B1F384160666666A20F1D41303333338D1F384140333333A10F1D41303333338E1F3841C0CCCCCCA00F1D41D0CCCCCC8E1F384140333333A10F1D41989999998F1F384100000000A20F1D41000000809A1F384140333333AD0F1D41989999999E1F384140333333B10F1D41D0CCCC4C9F1F384160666666B20F1D41686666E6A81F384100000000C60F1D41686666E6AC1F384160666666C80F1D41D0CCCCCCAD1F384140333333C90F1D41303333B3AE1F3841C0CCCCCCCA0F1D4130333333B41F3841C0CCCCCCD40F1D41686666E6C61F384100000000B60F1D4198999999D21F3841000000009E0F1D4168666666D71F384160666666940F1D41D0CCCC4CD51F384140333333890F1D4198999999D31F384100000000860F1D41D0CCCCCCD21F384160666666840F1D4198999919D21F384100000000820F1D4100000080D11F3841403333337F0F1D4198999919D11F3841000000007C0F1D4198999999D01F3841C0CCCCCC780F1D4100000080CF1F3841403333336F0F1D4198999919CF1F3841000000006C0F1D41686666E6CE1F384160666666680F1D41686666E6CE1F384160666666640F1D4198999919CF1F3841000000004A0F1D41D0CCCC4CCF1F3841A0999999370F1D4198999919D01F3841C0CCCCCC1E0F1D4198999919D11F3841A0999999FD0E1D41D0CCCCCCD01F3841C0CCCCCCF40E1D4198999919CE1F3841C0CCCCCCE20E1D4130333333CA1F3841C0CCCCCCC60E1D41"
"1036","RESULTS_Reserves",11,"RESULTS Reserves",1,"RESULTS","2021-09-16","Natural Landbase","0.0552980299999929","0106000020BD0B0000010000000103000000010000008200000030333333432A384100000000780F1D4100000000432A3841A0999999750F1D41D0CCCC4C3C2A3841C0CCCCCC0E0F1D41686666E6402A3841A0999999A10E1D4100000080462A3841000000001C0E1D4100000080472A384140333333E30D1D4100000080412A3841C0CCCCCC800D1D4168666666412A3841606666667E0D1D41303333B33D2A384100000000300D1D41686666E63B2A384160666666080D1D41D0CCCCCC3B2A3841A0999999050D1D4198999919362A384100000000A60C1D4100000000362A3841A0999999A30C1D4130333333302A3841A0999999350C1D4198999919302A3841C0CCCCCC320C1D41D0CCCC4C2D2A384140333333BF0B1D4100000080352A3841C0CCCCCC920B1D41303333B3472A3841C0CCCCCC6C0B1D41D0CCCCCC482A3841606666666A0B1D4168666666492A384140333333690B1D41989999194A2A3841A0999999670B1D41686666E6592A3841606666663A0B1D41000000005B2A3841A0999999370B1D4100000080692A3841C0CCCCCC1C0B1D41303333336A2A3841403333331B0B1D41686666E66A2A3841000000001A0B1D4198999919722A3841C0CCCCCCE60A1D4198999919722A384140333333E30A1D41686666E6712A3841A0999999DF0A1D41D0CCCC4C712A384100000000D80A1D41D0CCCCCC702A3841A0999999D50A1D41000000806D2A384160666666AC0A1D41D0CCCC4C6D2A384100000000AA0A1D4168666666682A384100000000600A1D41303333B3672A3841C0CCCCCC540A1D4168666666672A384160666666520A1D4168666666612A3841403333330D0A1D4100000080602A3841403333330D0A1D41D0CCCCCC5F2A3841000000000A0A1D41000000005F2A3841C0CCCCCC060A1D41989999195E2A384100000000040A1D41000000805D2A384100000000020A1D41D0CCCC4C512A384160666666DA091D4168666666502A384140333333D7091D41686666664F2A3841C0CCCCCCD4091D41989999994E2A3841C0CCCCCCD2091D41686666664D2A384100000000D0091D41303333334C2A384140333333CD091D41303333B33B2A384160666666B4091D41000000803A2A384100000000B2091D4198999919392A384140333333AF091D4198999999372A3841A0999999AB091D41989999992C2A38410000000096091D41686666662B2A38410000000094091D41989999192A2A38416066666690091D4198999919292A3841000000008A091D4100000000222A3841C0CCCCCC6E091D4100000080212A3841606666666C091D4130333333202A38410000000066091D41303333B3162A3841000000002A091D4198999919102A384100000000F8081D41D0CCCCCC0D2A384160666666E6081D4130333333052A384100000000A4081D41303333B3FF293841C0CCCCCC66081D4198999999FF2938416066666664081D41686666E6FB293841C0CCCCCC0E081D41D0CCCCCCFB293841000000000C081D4100000000FA293841C0CCCCCCF2071D4100000000F8293841A0999999D3071D41D0CCCCCCF7293841C0CCCCCCD0071D4168666666F5293841C0CCCCCC9E071D4130333333F5293841000000009C071D41D0CCCC4CF3293841C0CCCCCC78071D4100000000F52938416066666654071D41D0CCCC4CF52938414033333345071D4100000080F52938410000000038071D41686666E6F52938414033333335071D4130333333F4293841A099999933071D4198999919F32938414033333333071D4100000000DD293841A099999927071D41303333B3DA2938416066666626071D4198999999BC293841C0CCCCCC16071D41D0CCCC4CBB2938410000000016071D4130333333B62938416066666614071D413033333398293841000000000A071D410000008084293841A099999901071D413033333383293841C0CCCCCC02071D41303333B3822938410000000012071D41686666667F293841C0CCCCCC72071D41303333337F2938414033333377071D41D0CCCC4C7F293841606666667A071D41989999198229384100000000DE071D41303333338229384100000000E2071D41D0CCCC4C91293841A09999991B081D4130333333A8293841C0CCCCCC50081D41D0CCCCCCB4293841C0CCCCCC88081D4100000080BD29384160666666E4081D4100000000CB293841C0CCCCCC52091D4130333333DB293841C0CCCCCC8A091D41D0CCCC4CE329384140333333CD091D4100000080E4293841A0999999470A1D4100000080E4293841A09999994D0A1D4168666666E129384100000000C60A1D4130333333E129384100000000CC0A1D41686666E6DC29384160666666560B1D41303333B3DC293841606666665C0B1D41686666E6D829384100000000C00B1D41303333B3D8293841A0999999C50B1D41D0CCCC4CD429384100000000460C1D4100000000D4293841000000004C0C1D4198999919D2293841C0CCCCCC7E0C1D41686666E6D1293841C0CCCCCC820C1D4168666666D329384140333333F70C1D4168666666D3293841A0999999FB0C1D4100000080D329384140333333FF0C1D4168666666D7293841000000007A0D1D4198999999D7293841000000007E0D1D41D0CCCCCCD729384140333333810D1D4198999919E2293841A0999999070E1D4100000080EC29384140333333850E1D4198999919F229384140333333E30E1D4130333333FA293841C0CCCCCC4E0F1D41D0CCCC4C032A384140333333710F1D4168666666102A384160666666A20F1D4130333333282A384100000000CC0F1D41D0CCCCCC382A384140333333E90F1D41303333333A2A3841A0999999E90F1D41D0CCCC4C512A384100000000F20F1D4100000080502A3841A0999999ED0F1D4130333333432A384100000000780F1D41"
"1037","RESULTS_Reserves",11,"RESULTS Reserves",1,"RESULTS","2021-09-16","Natural Landbase","0.00998135500001775","0106000020BD0B00000100000001030000000100000036000000D0CCCC4CCD233841A0999999F50F1D4168666666CE23384160666666C60F1D4100000080D023384140333333B50F1D4198999919D4233841A0999999970F1D41303333B3D5233841606666668A0F1D4198999999D8233841C0CCCCCC720F1D4168666666E023384100000000240F1D4198999919E223384140333333170F1D41D0CCCCCCE723384160666666EC0E1D4198999999E823384140333333C30E1D41D0CCCC4CE5233841000000009E0E1D41D0CCCC4CDF23384100000000880E1D4168666666CD23384160666666780E1D4100000000C4233841000000006E0E1D41303333B3BB233841C0CCCCCC640E1D41D0CCCC4CB3233841C0CCCCCC4A0E1D4130333333AE233841A09999991F0E1D41303333B3AD23384140333333E70D1D4100000000AE23384100000000BC0D1D4130333333AE23384160666666A80D1D4130333333AE23384100000000A60D1D4168666666AA23384140333333A50D1D4198999919A923384160666666A60D1D4168666666A8233841C0CCCCCCA60D1D41686666E6A6233841A0999999A70D1D4168666666A223384160666666AA0D1D41D0CCCC4CA123384140333333AB0D1D41D0CCCC4CA023384100000000AC0D1D413033333394233841C0CCCCCCB60D1D41686666E68D233841C0CCCCCCC20D1D41989999198923384160666666E40D1D41686666668623384160666666180E1D41D0CCCCCC8323384100000000480E1D41303333338423384160666666600E1D413033333389233841A0999999770E1D41686666668F23384140333333810E1D41303333B394233841C0CCCCCC920E1D41686666E693233841C0CCCCCCBC0E1D413033333391233841A0999999FF0E1D41686666668D23384140333333350F1D41989999198A233841C0CCCCCC480F1D413033333383233841A0999999470F1D41686666E67C23384160666666420F1D41000000807C23384100000000520F1D41989999997B23384160666666760F1D41303333337B233841C0CCCCCC840F1D41686666667C23384140333333AF0F1D410000000081233841A0999999CD0F1D41000000808B23384100000000E20F1D41D0CCCC4C9823384100000000EC0F1D41000000809E233841C0CCCCCCF00F1D41686666E6A423384160666666F20F1D41D0CCCCCCB5233841C0CCCCCCF60F1D41D0CCCC4CCD233841A0999999F50F1D41"
