"station_number","date","yday","mean","median","minimum","maximum","p5","p25","p75","p95"
"07AA001","Jan-01","1","1.32047169782081","1.25999999046326","0.488999992609024","2.82999992370605","0.772000014781952","1.03999996185303","1.45000004768372","2.11399998664856"
"07AA001","Jan-02","2","1.32266038206388","1.26999998092651","0.531000018119812","2.73000001907349","0.772599995136261","1.02999997138977","1.47000002861023","2.10199999809265"
"07AA001","Jan-03","3","1.3013396296861","1.25","0.551999986171722","2.66000008583069","0.749000000953674","1.01999998092651","1.42999994754791","2.07400002479554"
"07AA001","Jan-04","4","1.28726414801939","1.23000001907349","0.565999984741211","2.59999990463257","0.690399992465973","1","1.48000001907349","2.04199995994568"
"07AA001","Jan-05","5","1.2636226336911","1.21000003814697","0.579999983310699","2.53999996185303","0.687200009822845","0.975000023841858","1.4099999666214","1.99600000381469"
"07AA001","Jan-06","6","1.24722641144159","1.22000002861023","0.560000002384186","2.49000000953674","0.696800005435943","0.971000015735626","1.46000003814697","1.95200004577637"
"07AA001","Jan-07","7","1.23213206709556","1.23000001907349","0.540000021457672","2.45000004768372","0.692800009250641","0.949999988079071","1.5","1.88599998950958"
"07AA001","Jan-08","8","1.21964151566883","1.23000001907349","0.519999980926514","2.41000008583069","0.692999994754791","0.97000002861023","1.39999997615814","1.82199997901916"
"07AA001","Jan-09","9","1.20630188595574","1.20000004768372","0.5","2.35999989509583","0.617799985408783","1","1.41999995708466","1.82399997711181"
"07AA001","Jan-10","10","1.19467924788313","1.14999997615814","0.423000007867813","2.29999995231628","0.598600006103516","0.996999979019165","1.37999999523163","1.81599998474121"
"07AA001","Jan-11","11","1.16818868832768","1.12999999523163","0.44200000166893","2.25","0.619999992847443","0.97000002861023","1.35000002384186","1.85200002193451"
"07AA001","Jan-12","12","1.17050943059741","1.14999997615814","0.430000007152557","2.21000003814697","0.624000012874603","0.985000014305115","1.37000000476837","1.74400000572205"
"07AA001","Jan-13","13","1.17811320806449","1.17999994754791","0.419999986886978","2.16000008583069","0.630600023269654","0.943000018596649","1.37999999523163","1.82399997711181"
"07AA001","Jan-14","14","1.15915093838044","1.12999999523163","0.409999996423721","2.10999989509583","0.623000025749207","0.959999978542328","1.35000002384186","1.7960000038147"
"07AA001","Jan-15","15","1.13337735128853","1.11000001430511","0.400000005960464","2.05999994277954","0.583400011062622","0.936999976634979","1.29999995231628","1.72800002098084"
"07AA001","Jan-16","16","1.11092452676791","1.0900000333786","0.400000005960464","1.99000000953674","0.565999984741211","0.901000022888184","1.32000005245209","1.75"
"07AA001","Jan-17","17","1.11030188933858","1.10000002384186","0.402999997138977","1.9099999666214","0.55479998588562","0.888999998569489","1.32000005245209","1.74800000190735"
"07AA001","Jan-18","18","1.11337736136508","1.08000004291534","0.40599998831749","2.07999992370605","0.581200003623963","0.878000020980835","1.33000004291534","1.7920000076294"
"07AA001","Jan-19","19","1.10977358581885","1.04999995231628","0.409999996423721","2.40000009536743","0.575200009346008","0.860000014305115","1.28999996185303","1.70400004386902"
"07AA001","Jan-20","20","1.09894338643776","1.02999997138977","0.412000000476837","2.34999990463257","0.573400020599365","0.839999973773956","1.28999996185303","1.74399998188019"
"07AA001","Jan-21","21","1.09754716000467","1.02999997138977","0.416000008583069","2.29999995231628","0.501999986171722","0.856000006198883","1.30999994277954","1.74599997997284"
"07AA001","Jan-22","22","1.09803773265965","0.99099999666214","0.419999986886978","2.65000009536743","0.591199994087219","0.823000013828278","1.32000005245209","1.70799996852875"
"07AA001","Jan-23","23","1.09215094683305","1","0.425000011920929","2.90000009536743","0.660000002384185","0.800000011920929","1.30999994277954","1.6639999628067"
"07AA001","Jan-24","24","1.0896415058172","1.03999996185303","0.425000011920929","2.79999995231628","0.63400000333786","0.813000023365021","1.27999997138977","1.66400001049042"
"07AA001","Jan-25","25","1.08554716717522","1.03999996185303","0.425000011920929","2.75","0.604000008106232","0.824999988079071","1.28999996185303","1.61400001049041"
"07AA001","Jan-26","26","1.07369810567712","1.01999998092651","0.310999989509583","3","0.514799988269806","0.810000002384186","1.29999995231628","1.61000001430511"
"07AA001","Jan-27","27","1.04809434009048","0.980000019073486","0.282999992370605","2.79999995231628","0.502799987792969","0.819999992847443","1.26999998092651","1.53000001907348"
"07AA001","Jan-28","28","1.02960377566095","1","0.142000004649162","2.72000002861023","0.544000017642975","0.800000011920929","1.25999999046326","1.52600002288818"
"07AA001","Jan-29","29","1.01337735818804","0.985000014305115","0.112999998033047","2.25","0.55920000076294","0.800000011920929","1.22000002861023","1.52800002098084"
"07AA001","Jan-30","30","1.00132075542549","0.975000023841858","0.142000004649162","1.86000001430511","0.478600001335144","0.814999997615814","1.22000002861023","1.48400001525879"
"07AA001","Jan-31","31","1.00539622357431","0.964999973773956","0.170000001788139","1.6599999666214","0.566000008583069","0.805000007152557","1.20000004768372","1.4960000038147"
"07AA001","Feb-01","32","1.01490565290991","0.986000001430512","0.282999992370605","1.89999997615814","0.558000016212464","0.819999992847443","1.19000005722046","1.55399994850158"
"07AA001","Feb-02","33","1.01771698189232","0.976999998092651","0.340000003576279","2.01999998092651","0.549999988079071","0.795000016689301","1.17999994754791","1.60000002384186"
"07AA001","Feb-03","34","1.00792453536447","0.952000021934509","0.425000011920929","1.8400000333786","0.544599986076355","0.795000016689301","1.19000005722046","1.54800000190735"
"07AA001","Feb-04","35","0.98779245648744","0.939999997615814","0.469999998807907","1.8400000333786","0.53659999370575","0.790000021457672","1.13999998569489","1.45400004386902"
"07AA001","Feb-05","36","0.985415097677483","0.939999997615814","0.490000009536743","1.70000004768372","0.557599997520447","0.800000011920929","1.19000005722046","1.43999998569489"
"07AA001","Feb-06","37","0.976113206935379","0.949000000953674","0.500999987125397","1.70000004768372","0.597800016403199","0.800000011920929","1.13999998569489","1.417999958992"
"07AA001","Feb-07","38","0.97722641195891","0.950999975204468","0.483999997377396","1.70000004768372","0.587000012397766","0.774999976158142","1.17999994754791","1.41200001239777"
"07AA001","Feb-08","39","0.973150933688542","0.939999997615814","0.481000006198883","1.63999998569489","0.547599983215332","0.754999995231628","1.16999995708466","1.43399999141693"
"07AA001","Feb-09","40","0.96962264011491","0.929000020027161","0.453000009059906","1.6599999666214","0.574000000953675","0.740000009536743","1.1599999666214","1.49400000572204"
