"row.names","station_number","area_km2","wetland_sum_perc","lake_sum_perc","glacier_sum_perc","mat","map","dem_p025","dem_p050","dem_p075","station_cluster"
"1","07EF001","73144.6","1.40080995207148","3.54517457183568","0.236580096091624","-4.96705373146084e-10","753","1076.5","1300","1539.75","1"
"2","07FA004","87164.1","1.65456424671426","3.03809312013038","0.20098403174566","0.456666671981414","727.8","1016.25","1230.5","1456.75","2"
"3","07FD002","100775","1.60375179606514","2.68139633039842","0.198301675535977","0.55666666974624","730.7","907","1189","1402.25","3"
"4","08EC004","790.334","2.77773885442025","5.80152660843601","0","2.35666667620341","543.133333333333","972","1079.5","1173.5","4"
"5","08EG016","104.631","0.130011227586434","9.62096794149319","0","6.46666669845581","3622.6","196.75","273","449","5"
"6","08GA010","174.295","0.00656104704466925","0.639030554650556","0","6.47666665712992","3479.1","624","884","1017.5","6"
"7","08GA030","174.95","0.0749476891916543","1.99271634216837","0","6.78999999364217","3354.03333333333","603","866","1053.5","7"
"8","08GA043","963.143","0.232885081291949","2.63840559612859","8.62206784648025","3.47333331604799","2334.43333333333","982.25","1555","1709.25","8"
"9","08GB014","133.312","0.811753861442082","11.5304641775807","0","8.87999997138977","1781.33333333333","275.75","377","499","9"
"10","08GC008","95.1111","0","0.1940621773962","0","7.0666667064031","2341.33333333333","534","954","1048","10"
"11","08HA002","592.9","0.0450756001254701","10.6935385937858","0","7.85666664441427","2530.53333333333","379.25","588","739","11"
"12","08HA011","823.261","0.18339441881241","7.75587999481668","0","8.0666666507721","2499.1","366.25","539","730.25","12"
"13","08HB006","580.677","0.178100264234806","4.87153745435484","0.74440220869902","6.59666662216187","2588.56666666667","599.5","749.5","836.25","13"
"14","08HB008","354.172","0.131900373463401","12.2460694058991","0","7.90333334604899","3929.33333333333","318.5","540","623.25","14"
"15","08HB017","1300.05","0.286731988546226","9.10388596872648","0.0939404108750915","7.76333331267039","2908.43333333333","262.5","472","798","15"
"16","08HB023","380.115","0.573913606885385","3.62754144220747","0.321290217850289","7.3300000111262","2550.46666666667","474.5","613.5","782.75","16"
"17","08HB034","675.249","0.354879878855183","1.38242402501031","0","7.72333329518636","1973.73333333333","309","566.5","782","17"
"18","08HB041","59.4693","0.0636137614837161","3.24042316327574","0","6.90000001589457","2432.2","628","759.5","859","18"
"19","08HB084","472.068","0.161059946160221","5.77504187886246","0.915587112096791","6.37666668097178","2635.63333333333","590","791.5","954.25","19"
"20","08HB092","206.238","0.154717753988798","1.07930409291222","0","6.6733333269755","2213.6","656.25","715.5","824","20"
