"fire_year","fire_number","area_m2","geom"
1919,"118","717455.986378043","0106000020BD0B000001000000010300000001000000170000000AD7A310101A33416891ED7C73AF1B415A643B7F361A3341FA7E6A3C55AE1B41B0726851651A334148E17A1455AD1B417D3F351EFB1A3341B81E85EB73AA1B4185EB51D86E1B33417B14AEC728A91B41713D0AF7841C3341000000002FA71B4191ED7C7F611D33413F355EBA8BA61B416891ED9CFD1D3341CDCCCCCC51A61B41D7A3703D911E334154E3A51B4AA61B41F0A7C60B5F1E3341C74B3789C6A71B418B6CE79BE81D33413BDF4F0D7CAB1B41931804B68E1D33417F6ABC74D5AD1B41A245B6B3141D3341A4703D0AB1B21B416DE7FB09E81C3341CDCCCCCC92B41B411B2FDDA4961C3341F6285C0F3CB71B41C976BE7F661C33410C022B072AB71B411D5A64DBFA1B33417F6ABC746DB71B41C976BE5F471B3341022B8796F0B71B41F4FDD4F8341B334196438BEC0BB71B4154E3A57BD71A3341355EBAC953B41B41CFF75383A41A33417D3F355EFCB11B41F2D24D02111A3341BE9F1AAF74AF1B410AD7A310101A33416891ED7C73AF1B41"
1919,"119","1627569.49240168","0106000020BD0B0000010000000103000000010000005100000060E5D082B7553B414C37894150D920412B8716798F553B413F355E7AB0D92041986E128356553B4185EB51F82EDA2041CBA1453623553B419CC4203097DA20417D3F35FEEA543B41F6285CCFD9DA20413D0AD743BA543B41BE9F1AAFEEDA2041D7A3701D92543B41CBA14536FADA2041E7FBA9D128543B410AD7A370F1DA20415EBA492CDA533B411B2FDDE4C0DA20415EBA49ACB1533B41666666266CDA20415839B4E889533B41C74B3789DBD92041759318A46D533B416F1283804ED920410C022B0755533B419EEFA78692D820416ABC74934F533B41666666A6B3D72041F853E3654F533B4183C0CA61ACD720413BDF4FAD61533B41DBF97EAAC1D62041621058197F533B41BA490C427AD52041A4703DCA9D533B41CFF7536387D420411904560EC3533B414C37898172D3204154E3A59BD8533B4123DBF9FEF4D220416DE7FBA9FB533B411D5A64BB93D22041CBA145F62C543B414E6210D812D2204114AE47C167543B41378941E07CD12041BE9F1A0F9B543B41B29DEFA714D12041C74B3709D8543B4146B6F37DC7D02041CBA145D614553B4179E926314AD0204146B6F3FD3A553B416F12830026D02041508D970E77553B416ABC7493E4CF204137894120B5553B411F85EBD1BBCF20411F85EBF1E0553B4177BE9F5A81CF20412731086C10563B41C520B0F217CF20418941606549563B41CBA1457699CE20418195434B87563B418D976E9240CE204146B6F3DDB9563B41FA7E6A3C14CE20414260E5F0E0563B414260E550E4CD204114AE47C108573B412FDD248678CD20411F85EB9130573B411D5A64BB0CCD20419A99997959573B414E621058C5CC20411283C0CA8C573B413D0AD7235DCC2041D578E9C6C7573B41D9CEF753F7CB2041CDCCCC6CF1573B411F85EB1174CB2041448B6C272D583B413D0AD763D2CA20412B87163965583B41D578E9A65FCA204114AE47E1A7583B41FA7E6A3CFCC920411283C04ADC583B4179E92671B8C92041DBF97E8A16593B41295C8F828EC92041378941605B593B41448B6CE773C9204104560E8D9C593B416891ED3C88C920412DB29D4FE8593B41666666E6ABC92041E7FBA951185A3B41273108ECD2C920414A0C022B3D5A3B4114AE47A156CA2041AC1C5A44485A3B41A01A2F5DF6CA2041D7A3705D535A3B412B87161996CB2041713D0A37505A3B41C520B07255CC20413F355E7A405A3B41190456CEECCC2041A01A2F7D1E5A3B41C520B07272CD2041CBA14556EB593B412FDD24C60ACE2041986E1283C1593B41CFF753E35DCE2041E3A59BC492593B41448B6C678BCE2041666666C66A593B41CDCCCC0CC7CE2041B4C8769E31593B4183C0CA6115CF20414C37896112593B418D976ED277CF2041643BDF0FDF583B41E3A59B04E0CF2041D9CEF7D391583B4154E3A51B34D020412DB29D6F4E583B4189416065D3D02041F0A7C60B0B583B412DB29DAF72D12041448B6CE7D7573B412FDD24060BD22041A8C64B97A4573B413F355E3A73D22041560E2D3274573B413108AC5CE8D22041986E12233C573B41E5D0221B5BD32041B6F3FD54FF563B411B2FDD64D8D32041621058D9E4563B41CDCCCC4C30D42041CBA145F6C3563B41E5D0225BDAD42041448B6C67B0563B410C022B8770D5204154E3A55B7E563B419EEFA7462DD62041D34D621053563B4166666626F8D620412B8716592E563B4106819503A1D72041250681F516563B41D7A370FD35D820416891ED3CEE553B412FDD2486ADD8204177BE9F9AC4553B411283C0CA30D9204160E5D082B7553B414C37894150D92041"
1919,"12","527401.500254426","0106000020BD0B0000010000000103000000010000002C00000083C0CA01BFFC344191ED7C7F517A2241D9CEF793B9FC3441F2D24DA26F7A22412DB29D0FADFC34412DB29D6F9B7A2241560E2D328DFC34412DB29DEF0A7B22416891EDFC75FC3441C1CAA145627B224191ED7CDF2FFC344160E5D0226A7C224154E3A57B01FC3441D578E9A61E7D224185EB51B8C9FB3441F853E3A5F77D224104560E6D63FB34413108AC5C1C7F2241355EBA893AFB3441986E1283757F22412B8716D91BFB34417B14AE07977F224177BE9F3AFFFA34415839B4489C7F2241508D974EE2FA34410AD7A3708E7F2241643BDF4FB8FA3441B0726811627F22412DB29DEF63FA3441DF4F8DD7A67E2241CFF753830EFA34414C3789817F7D2241250681D5EBF934412B871659C57C22412B871619BEF93441A8C64BF7EC7B22412B87165973F9344177BE9F5AB77A22410E2DB21D69F934419EEFA706837A22413108AC5C65F93441A4703D8A5F7A22418FC2F5C867F93441CDCCCCCC397A22411B2FDD8472F93441C520B0F20E7A2241C976BE9F92F934415839B488C7792241B6F3FDD4FFF93441643BDF8FF9782241022B87D64EFA344117D9CE7776782241508D97EE7EFA3441E7FBA93151782241FED47829B6FA3441F2D24D6246782241E5D0225BF2FA34417D3F355E4F782241AAF1D22D20FB3441EE7C3F3556782241355EBA89F1FB3441560E2DF26B7822417D3F359E2AFC344196438B2C8178224104560E4D3AFC344117D9CE3790782241A245B69343FC34414C378941AA78224191ED7C3F46FC3441DD2406C1B1782241E92631C85EFC344185EB5178C8782241CBA145F676FC34418FC2F5A8E87822416666662689FC3441E5D0225B21792241E3A59BE4A9FC344108AC1C1A6C792241C1CAA1E5BBFC34418195438B8E792241C520B0D2C5FC34417B14AEC7AF792241F853E325C7FC34414C378901F9792241CFF75363C6FC344152B81E85287A224183C0CA01BFFC344191ED7C7F517A2241"
1919,"122","13365385.9099637","0106000020BD0B00000100000001030000000100000065000000EC51B83EF9923B41B07268118A7921414C3789C16E933B414E621018C779214152B81E25F8933B4104560EED407A2141AE47E17A9B943B415C8FC275B37A2141F4FDD4F82F953B4106819543217B2141B6F3FD347F953B41333333F3787B214196438B8CC4953B41D122DB79CD7B2141250681B50D963B4179E92631717C21418195432B6D963B41621058393B7D2141C520B052B6963B41E7FBA9F1DE7D21410C022B2708973B415839B408957E21413BDF4F4D3C973B41CFF753A3417F2141DBF97E0A4F973B4117D9CEF7D37F2141A01A2F5D68973B41E17A14AE90812141666666667C973B41EE7C3F35528221413D0AD7C381973B411283C0CA8B83214196438B6C79973B410C022B0773842141FED4782986973B41C74B37C98F852141CFF753239F973B41894160E55286214133333393AA973B41EE7C3F7540872141BA490C62D2973B41643BDF4F088821414A0C028BE7973B41FA7E6A3C7C882141CDCCCC0C0E983B41F853E3E514892141F0A7C62B57983B4114AE47A1B8892141C3F5289CAC983B415A643B1F418A21415A643B3F3C993B41EE7C3F352A8B2141F853E385E4993B41D34D62D0DC8B2141B4C876DE8C9A3B41B6F3FDD4CD8C21412B871699129B3B417B14AEC7B38D2141621058796F9B3B41EC51B8DE5D8E2141378941A0B39B3B41F0A7C60B008F2141A245B673EB9B3B41A8C64B77BD8F2141560E2D52479C3B41F4FDD4F83191214108AC1C9AA09C3B41713D0A1748922141B81E850BEB9C3B417F6ABC745993214154E3A5DBF39C3B4183C0CAA1E893214117D9CE37F59C3B411D5A643B5694214110583914DF9C3B417F6ABCB4AC9421418716D96EC69C3B419CC42030E39421414E6210986D9C3B413F355E7A43952141C74B3769189C3B418FC2F52876952141EE7C3FD5B69B3B41BE9F1AAF85952141DF4F8D578A9B3B41BE9F1A6F7795214117D9CED7729B3B41643BDF4F60952141448B6CC72E9B3B41355EBA89FC942141DBF97E0A849A3B41DBF97EEA299421412731084CD9993B411904564E579321414A0C02EB2F993B418716D94EF2922141E3A59B24A9983B41AC1C5A64989221415C8FC2D543983B416DE7FB29979221413BDF4F4DF2973B41759318449C92214104560EAD80973B411283C04AB6922141713D0AF7D9963B41A69BC420EE922141C520B0B220963B41560E2D72109321418D976E9262953B412B8716996F932141295C8F42DD943B41FA7E6ABCC19321418941608555943B41A4703D4A329421410E2DB2BD59933B41022B8756DB942141643BDFCFDB923B41273108AC1095214152B81EA586923B412DB29D6F439521417F6ABC943C923B41448B6C276A952141E5D0227BFB913B410AD7A3308C952141FA7E6A7CCD913B416891ED3CA49521414A0C028B35913B416F128380A295214148E17AD4878F3B41931804D612962141E7FBA931E08D3B41CBA1453637962141B6F3FD740F8D3B413108AC9C429621418716D9EE3F8C3B418D976ED23E9621417B14AE27B98B3B4125068115E5952141508D976E388B3B41B07268513F952141666666C6EC8A3B4179E926B17B94214191ED7CBFA48A3B41560E2D728A9321417F6ABCF4828A3B4154E3A59B76922141560E2D926D8A3B4121B072E88591214189416005248A3B414A0C02ABE88F21413108AC3CAB893B4185EB5178A08D2141D578E98647893B4152B81EC58D8B2141560E2D7229893B4117D9CEB78A8A21415839B4A82B893B416F128380EF89214139B4C8B632893B415C8FC2751789214196438B8C2D893B41AAF1D24D7F8821417D3F359E29893B41000000800B882141560E2D520B893B41F853E3A58B862141273108ECD7883B411904564ED6842141250681B5D9883B41FA7E6A7C4183214114AE4761F9883B416DE7FBE932822141AAF1D2ED4E893B41B29DEFA7FD7F2141F2D24D02A6893B41F853E365747E21418FC2F5A8438A3B4183C0CA61307D21413108ACFC5D8B3B416F1283C0877B2141931804F6A48C3B416891EDBC2B7A21417368910DE18D3B41EC51B89E58792141643BDF4F6C8F3B410C022BC79E782141022B87D62B903B41EE7C3FB56E782141666666266C903B4185EB5138837821418195434B04913B414E621058C3782141643BDF4F46913B41EE7C3F35E5782141B4C8761EA5913B41713D0AD715792141D7A370BD25923B41F2D24DE23E79214183C0CAE1D2923B41F853E32576792141EC51B83EF9923B41B07268118A792141"
1919,"123","1243627.59872478","0106000020BD0B000001000000010300000001000000370000006F128320FE803841C74B3789698A2141508D97EE1D8138411F85EB518B8A21414E6210382B8138418716D94E9F8A2141AC1C5AC4288138418716D98EAA8A214139B4C8B6408138413D0AD7A3BF8A2141CBA145B644813841448B6CA7C58A2141F0A7C66B7D813841B6F3FD14F58A2141CDCCCC2CCE8138417368912D3C8B2141E7FBA9D116823841894160258B8B21410E2DB29D6C823841DF4F8D57E38B214146B6F33DF6823841DBF97EEA7C8C2141A01A2F3D2C83384146B6F3BDEB8C21419A9999D94E83384100000080978D214108AC1C9A57833841DBF97EEA658E2141BC7493984B8338413108AC1CB28F2141A01A2F1D328338419318049626902141F6285C0F0D833841068195C37F902141DF4F8D37FD823841295C8FC22F9121413108ACBCF3823841CDCCCCCCF9912141E17A14EEB9823841986E12C3D0922141C1CAA185A68238413F355EBAF292214108AC1C7A5B8238411F85EB117693214139B4C876048238419CC42070CB93214139B4C856BE8138413F355E7AE393214196438B6C44813841D34D6210BE9321412731080CD7803841931804D6A3932141759318A47D803841BC7493D844932141FCA9F1322580384123DBF9BED5922141355EBA89E87F38414C3789C123922141B4C876FED67F3841250681956391214160E5D042CD7F38415839B448A5902141355EBAE9A57F38411D5A643BF08F21415A643B5F737F38417F6ABCB4718F2141E7FBA991197F38416DE7FBE9C08E214114AE47E1B97E38419EEFA706EE8D21417368910D847E38417B14AE074E8D2141A69BC4C0687E3841A8C64B37AC8C2141D122DBB9717E3841AE47E13AEA8B2141FA7E6ADC8E7E384183C0CA610C8B2141EE7C3F559D7E3841736891AD1A8A2141D9CEF7B3D77E3841068195C3E1882141AAF1D24D067F38418716D94E418821418716D98E127F38415EBA49CCA0872141CDCCCC6C297F38410AD7A3B02B872141A8C64B775C7F3841DD240681C5862141736891ED8E7F384191ED7C3FC18621412FDD2446C77F3841DF4F8D17DF862141666666E6028038416DE7FB691E8721410C022B671B803841C520B0B296872141DD2406C1268038413BDF4F4D42882141C976BEBF328038419EEFA786B2882141E17A140E50803841E7FBA9313A892141B6F3FD547B803841894160A5CB8921414260E570CE803841F2D24DE2368A21416F128320FE803841C74B3789698A2141"
1919,"125","5071639.32858023","0106000020BD0B00000100000001030000000100000031000000FCA9F1F298FC3041378941E0046320414A0C02AB87FC3041105839B42C632041E7FBA9D188FB304108AC1C1A48642041EC51B8DE25FB304189416025B66420415839B4489EF930414260E5D0A4642041378941608CF83041B81E852B266420414260E55008F83041E17A146E58632041022B87D6FFF73041F4FDD4384B632041986E122364F73041448B6C272E6220418FC2F5E8B8F63041BE9F1AAFEF60204117D9CEF741F6304117D9CE779C5F2041C3F5287C43F630413F355E7A805F20415EBA49EC45F63041DD240681535F20413789412039F630413BDF4F0DFE5E20412DB29DAF21F63041A8C64BF7C75E20411283C08AE5F5304152B81EC5305E204123DBF9DEBDF5304125068115A55D204117D9CE17AAF530419CC420F0595D20411283C00AA4F53041AC1C5A640F5D2041508D972E5DF53041B6F3FDD4635B2041A69BC4402CF53041D7A3703D785A204177BE9F1A0FF53041819543CBD75920412FDD2406E1F43041CFF7536321592041AAF1D2CDA9F4304117D9CE770058204121B072086FF430414C378901EA562041F4FDD47866F43041CBA145764A562041FA7E6A1C61F430417B14AE47C055204152B81EA55FF43041FCA9F1D20B5520418FC2F52865F43041F6285C0F4D542041AE47E17A77F4304123DBF9BEE35320416F128320ACF43041E17A14EE7B53204152B81E0510F530415C8FC275605320416DE7FBC999F53041A4703D0A3C5320411058399461F63041EC51B81E05532041BE9F1A6FDEF630415A643BDF95522041D578E96681F7304185EB517808522041FCA9F1D220F830415839B4888551204121B0726897F83041621058F9E0502041FED478A927F9304146B6F3FDA84F20413789416078F93041F2D24D620D4F2041D578E9667EF930414A0C026BF24E204196438B2C35FA304146B6F33D204F20415839B4A844FC30416891ED3CC6512041FED478C914FD3041AAF1D2CD1653204189416045FCFD3041894160A57E552041FED478697CFE304114AE4761D7582041AE47E1FA6BFE3041CBA145F6BC5C20415A643B5F97FD30410C022B87BA602041FCA9F1F298FC3041378941E004632041"
2007,"C10265","15.9627479999326","0106000020BD0B000001000000010300000001000000040000002FDD2406E8CD3341F0A7C68BE7782B415EBA490CEFCD3341D122DB79DD782B4146B6F3FDECCD334106819583E9782B412FDD2406E8CD3341F0A7C68BE7782B41"
1919,"126","1675898.24540062","0106000020BD0B00000100000001030000000100000024000000FA7E6A9CDEE93841AE47E17AC3F51E41FED478A9EEE93841295C8F423CF41E41F853E3E5EEE9384123DBF97E36F41E41250681F5FEE93841F4FDD4782EF21E41190456EE37EA38413108AC1C26EF1E417D3F351E91EA38416210583942ED1E4110583934F5EA3841A8C64BB713EC1E411283C02AFFEC384117D9CE77AAE81E4100000020FBED38417D3F35DE94E71E4125068155C7EE3841B4C8763ECCE61E41AAF1D2AD99EF38411904568E3DE51E41B0726891B0F03841333333B367E41E41AE47E11A92F13841643BDF4F0EE41E41355EBA4980F23841B29DEFA7B6E41E4104560E0DC4F23841B4C8763E88E51E41CDCCCCECCFF2384179E926B1A2E61E4160E5D0C2B9F238415EBA498CDEE71E41B4C8769E58F2384148E17A143CEA1E415C8FC2550CF2384177BE9F1A0DEC1E41B29DEFA7FEF1384117D9CE779CEC1E41C3F528FCC4F1384191ED7CBF09ED1E413F355E1A28F138413D0AD72318EE1E419A999939B1F03841EC51B81EAEEE1E41C74B37290AF038419CC420B094EF1E411D5A641B6AEF3841000000000AF11E41EC51B8FEDBEE38416666666665F21E4152B81EE527EE3841E3A59B4439F41E41DBF97ECA7FED3841EE7C3F3542F51E416ABC7453B7EC3841DBF97E6AC6F61E41EC51B89EE3EB3841022B871645F81E413BDF4F4D24EB3841DD24068113FA1E41DF4F8D3762EA3841B0726811CAFA1E41D7A3701DF3E93841FED478691EFB1E41E7FBA9B1B0E938410E2DB29D09FB1E41FED47889CDE93841273108AC63F71E41FA7E6A9CDEE93841AE47E17AC3F51E41"
1919,"129","669224.345802339","0106000020BD0B0000010000000103000000010000002E0000001D5A64FB58623841AE47E17A64651F41C520B0320B6338414E6210D8B7651F410E2DB21DFD6338419CC420B01F661F41B29DEFA72F64384121B0726853661F41CBA145F6516438415EBA490C3E661F41B6F3FD346B643841E7FBA97124661F416DE7FBE98E6438417D3F35DE47661F416F1283A0D3643841BA490C02EB661F416ABC7433E76438411058393493671F4152B81E05E26438410E2DB29DDB671F413BDF4F6DD2643841736891ED4D681F415C8FC255C6643841105839344E691F412DB29DAFCC6438418FC2F5A8B46A1F41713D0A37CB643841643BDFCF206C1F413F355E5AC46438419A9999993F6D1F412DB29DAFBF64384191ED7C3F876D1F41BE9F1A8FA8643841E3A59B44EA6E1F410C022B47A6643841295C8F42FC6E1F41C1CAA1A596643841F6285C8F776F1F4179E926B14C6438419EEFA7C6C1701F41068195E3226438410C022B873A711F413D0AD703B963384160E5D022E0711F41D34D6270456338413108AC1CC6711F4154E3A53BD66238417D3F355E7F711F41105839D48E6238418195438B38711F41C976BE5F5D62384196438BECDF701F41E7FBA9710F623841FA7E6ABC09701F41022B8776FC61384139B4C876CA6F1F41BA490C0276613841643BDF4F0A6E1F41508D97CE2361384146B6F3FD316C1F4104560E2DF8603841CDCCCC4C376B1F411283C08AF1603841BA490C02E06A1F412B871619EA60384166666666A46A1F4117D9CE97D96038411904568E646A1F4137894120C4603841D122DBF9FC691F411283C06AAD6038415C8FC2758B691F411F85EB91A46038418D976E1217691F413BDF4F8D9F603841448B6C6788681F4185EB51D8A060384193180456F3671F41D578E946AC603841022B87963D671F41F853E385C3603841CBA145B696661F41273108ECDE6038410681954333661F416210585920613841FA7E6A3CD8651F4104560E0DB961384117D9CE7748651F4152B81E851A623841AE47E1FA59651F411D5A64FB58623841AE47E17A64651F41"
1919,"13","1306160.08661405","0106000020BD0B0000010000000103000000010000002200000075931864D2A43341931804D6586B29418FC2F52840A433414260E550476B29415A643B7FC9A33341560E2DF2CD6A294177BE9F5A95A33341295C8F02A1692941666666A6B3A33341295C8FC25568294152B81E8504A4334117D9CE770C672941C976BEFF42A4334160E5D06258662941643BDFEF9FA43341A01A2FDD7A652941AE47E1FABAA43341713D0A97676529411B2FDDE457A53341BE9F1AEF64652941B0726851C4A53341273108EC1D6529418FC2F5A8A4A63341931804163365294196438B0C1EA73341508D972EED6429416F1283A02EA83341A8C64B77DD6329419CC4203006A93341A4703D8A8B6329412B871699CDA93341FCA9F1929E6329415A643B3FFBA933419A9999597E63294139B4C81624AA3341508D97EE376329414E6210186BAA334114AE47212D632941DBF97ECAFBAA3341DF4F8D17FA632941DD2406A12CAB334183C0CAE10B6529412DB29D8FFBAA33412FDD24461F662941DBF97E6A90AA334154E3A5DB53672941A8C64B57F7A93341F853E325256829413D0AD7A3C6A93341D7A3703DA5682941D578E9464FA93341FED478695269294177BE9F5A7FA83341D578E926DA6929413D0AD763E3A733416891EDFCFC6929417D3F351E65A73341DBF97E2A816A2941FA7E6A7C04A73341621058B9E06A29418B6CE77B8BA633413108AC5C3D6B2941273108AC20A63341AE47E1BA586B29416891ED7C9DA53341508D972E716B294175931864D2A43341931804D6586B2941"
1919,"131z","532752.597672321","0106000020BD0B0000010000000103000000010000002B0000001283C02A62953141D578E92657692141E17A148E76953141CDCCCCCCF4682141BE9F1A8F9F9531419318049681682141190456AEDB953141000000006168214133333353019631418D976E526C68214185EB5198309631412DB29D6F9C6821410E2DB27D69963141DF4F8D57F16821418195430BA2963141C3F528DC5C692141BC749358C7963141F0A7C6CB7E6921410E2DB25D0B973141295C8F0295692141E17A14CE44973141B4C876BEC56921412B8716797B973141BA490C42ED692141D578E986B3973141F2D24D62196A2141FCA9F1B2E3973141C1CAA1C56D6A21414260E51005983141EC51B85ED36A21418195438B11983141DBF97EEA5B6B2141022B87560D983141FED478A9B16B21415C8FC2350298314154E3A55BF06B2141713D0A17F09731412FDD24861C6C21413D0AD703B39731418FC2F5687C6C214152B81EE51F9731415839B4C84C6D2141C3F528FC8E963141BA490C82EB6D2141000000C01B9631418195434B636E2141A245B673BB9531411B2FDDA4786E2141BC7493580395314189416065526E214148E17A747B9431417F6ABCF41C6E2141F0A7C62B48943141D122DBF9D56D2141DBF97E6A23943141EC51B8DE8F6D2141DD2406E1049431411D5A64FB2E6D2141105839D4F1933141931804D6D76C2141C74B3709ED933141448B6CA7936C2141819543EBED933141A01A2FDD586C2141AC1C5A24EF93314139B4C876076C214114AE47A1F793314100000080B66B2141E7FBA91104943141508D97EE806B2141A69BC4601F943141C976BE9F356B2141BA490C2243943141508D97EEFC6A21411F85EB7172943141CBA14576C96A21417368918DB79431413BDF4F4D976A21412B871679EC943141000000C0716A21419CC420300D953141E17A14EE416A21412FDD240628953141E9263148166A21411283C02A62953141D578E92657692141"
1919,"134","2531026.6324878","0106000020BD0B0000010000000103000000010000004F000000B6F3FD743C393841759318C4DFE22241378941403A393841FCA9F152FFE122417D3F357E32393841CDCCCC8C7DE12241E3A59BE43939384148E17A54FFE02241C520B0524C393841A245B6B373E02241CBA1457673393841CBA145F68CDF2241F2D24DE274393841931804561DDF22414A0C026B58393841B81E85ABF6DE2241B29DEF874C393841BE9F1AEF63DE224146B6F3DD1639384196438B6C87DD22413F355E7A94383841273108ECA8DC22411B2FDDA400383841C3F5285C96DB22415839B4E87637384196438B2C86DA224196438B8C213738419EEFA74662D92241DBF97EAAF9363841C74B370949D82241D7A3709DEA363841AC1C5AA4E5D62241508D97EEC5363841AC1C5A24EDD522419A999959723638417D3F359E59D5224152B81EE5223638418716D90ED7D422418D976EB230363841D34D62509AD4224108AC1CFA5A363841D122DB3984D4224191ED7C3F74363841AC1C5A248AD42241D9CEF7B39636384110583934A2D42241C520B012A9363841B4C8767EC6D422413F355E1AE13638412506819523D52241C1CAA1452E373841F2D24DA275D52241F0A7C6EB6A373841713D0AD783D52241B6F3FD34D3373841295C8F42BCD52241D9CEF7735D38384108AC1C9A6CD62241E3A59BC4D03838415A643B9F97D6224193180436483938413108AC9CD3D62241E17A148E60393841D34D6250E9D62241D578E9A697393841C520B03256D722410AD7A390C53938412DB29DEFB0D72241736891ED153A384191ED7CBF23D82241643BDF2F833A38413BDF4F4D0DD92241F6285CEFA13A38416891ED7C64D922418D976ED2D53A3841CFF753A3B0D922416DE7FBA9ED3A3841E7FBA93126DA2241508D976E063B3841F4FDD4F88BDA2241DBF97E2A143B3841B29DEF27FFDA2241250681352F3B3841A245B67395DB2241C1CAA1C5443B3841D7A3707DDADB22416891ED3C883B38419EEFA7467ADC2241355EBA89E33B3841EC51B89E8FDD22413D0AD7C3183C3841FCA9F1121CDE22411B2FDDC4503C3841560E2D3279DE2241643BDF8F9C3C3841B4C876FE8ADE2241CFF75383F73C384177BE9F5AA0DE22411904564E433D384121B07228B2DE2241CDCCCC8C9A3D384183C0CAA106DF2241EC51B83EC53D3841F853E3A540DF2241894160C52F3E3841448B6CA7A9DF2241DBF97E2A6E3E3841C1CAA14548E02241022B87F6A23E3841DBF97EAA84E022410E2DB21DEA3E38417D3F355EE5E02241A245B613173F384121B072E84FE12241666666465C3F3841022B871680E2224104560EED743F38413BDF4FCD95E322413D0AD723933F384177BE9FDA4CE42241C520B0F2993F38418FC2F568DEE4224146B6F31D9C3F384108AC1CDABEE52241C520B0728C3F3841CFF753231BE622415EBA49EC7A3F38413F355EFA96E622410E2DB29D3E3F384185EB51B888E722412B8716B9D03E3841190456CE5EE8224193180476563E38414C37890102E922416891ED3CC63D3841713D0A1710E92241E7FBA971263D38413BDF4F8DCAE82241F6285C8FBF3C3841EC51B85ED2E82241022B87B6743C3841819543CBB0E822415839B4680D3C3841F0A7C68B68E822411283C02A733B3841EC51B85EC4E72241190456AE3B3B3841D578E96607E722418B6CE7FBEF3A38410AD7A3B045E62241CBA14556A93A38414A0C022B85E522413F355E7A4E3A3841448B6CE7BFE4224139B4C8B6B4393841B29DEFE7BBE32241B6F3FD743C393841759318C4DFE22241"
