"waterbody_type","area_m2","geom"
"G","0.478979997220449","0106000020BD0B00000100000001030000000100000004000000D022DB3944C43741703D0A574342294198438B2C54C43741A01A2F5D47422941901804364AC43741B047E1BA44422941D022DB3944C43741703D0A5743422941"
"G","0.465315996203572","0106000020BD0B00000100000001030000000100000004000000C876BE7FB8C6374100000080CD392941D8A3701DA3C63741A0C42030E039294160E5D0E2ADC637413008ACDCD6392941C876BE7FB8C6374100000080CD392941"
"G","0.416323500685394","0106000020BD0B00000100000001030000000100000004000000D8F97E0A97C53741B0C8763E843A2941C09F1A8F88C53741A0703DCA8A3A2941D0CCCCCC8EC5374120068115883A2941D8F97E0A97C53741B0C8763E843A2941"
"G","0.402619492728263","0106000020BD0B00000100000001030000000100000005000000385EBAC9DCC43741102DB25D8E452941C820B072DAC43741A0C42030B4452941A045B653DBC4374100AAF152A6452941806ABC34DCC43741D0A1457698452941385EBAC9DCC43741102DB25D8E452941"
"G","0.3770014885813","0106000020BD0B000001000000010300000001000000040000002806817572C3374160643BDF1F3C2941283108AC61C3374110022B073A3C2941D878E9A66AC33741308941202C3C29412806817572C3374160643BDF1F3C2941"
"G","0.378539487719536","0106000020BD0B0000010000000103000000010000000400000078931804AEC23741A0999959AE3D2941B8F3FD34A8C23741806ABC74C93D294180C0CA21ABC23741B0726811BC3D294178931804AEC23741A0999959AE3D2941"
"G","0.326997995376587","0106000020BD0B00000100000001030000000100000004000000002B8796C8C43741E0A59B84B43A294128068115BCC4374180E92671BD3A294110022B47C2C4374130894120B93A2941002B8796C8C43741E0A59B84B43A2941"
"G","0.326906001195312","0106000020BD0B0000010000000103000000010000000400000090976E129CC63741F0D24DE2F33829416891EDDCA6C637417093180407392941F0A7C68BA1C6374110D9CE77FD38294190976E129CC63741F0D24DE2F3382941"
"G","0.240965003147721","0106000020BD0B000001000000010300000001000000040000006891EDDCA6C63741709318040739294168666606B2C63741305C8FC215392941F853E385ACC63741B09DEF670E3929416891EDDCA6C637417093180407392941"
"G","0.238677999470383","0106000020BD0B00000100000001030000000100000004000000B01C5A64C8C3374110022B07F541294130DD24C6D8C3374140B4C8760142294158643BFFD0C3374170128380FB412941B01C5A64C8C3374110022B07F5412941"
"G","0.23267199518159","0106000020BD0B00000100000001030000000100000005000000C84B37A99CC23741400AD7E31F3E2941901804769AC23741F0263108413E2941182FDD449BC2374190976E12353E2941A045B6139CC23741C0F5281C293E2941C84B37A99CC23741400AD7E31F3E2941"
"G","0.227819003164768","0106000020BD0B000001000000010300000001000000040000008841604517C337413008ACDCF940294168BC74B31EC33741A0C64BF71141294188EB51581BC33741806ABCF4064129418841604517C337413008ACDCF9402941"
"G","0.216661516577005","0106000020BD0B0000010000000103000000010000000500000090ED7C9FB8C33741C09F1A6FB43B2941E0A59B64A6C33741D0A370FDD03B2941B8490C02A9C3374180E926F1CC3B294108D7A3D0B0C33741A0C420B0C03B294190ED7C9FB8C33741C09F1A6FB43B2941"
"G","0.1882304972969","0106000020BD0B0000010000000103000000010000000400000020B0722883C63741B0726891FC39294130B29D4F74C63741F02631C8083A2941701283C07DC637414060E510013A294120B0722883C63741B0726891FC392941"
"G","0.183643000083975","0106000020BD0B00000100000001030000000100000004000000E851B81ED7623741508D972E2DF12941C84B3749D5623741202FDD6435F1294150B81EE5D6623741703D0A972EF12941E851B81ED7623741508D972E2DF12941"
"G","0.180452506989241","0106000020BD0B00000100000001030000000100000004000000A01A2F9D2FC33741E07A142E6541294170E7FBA937C337417012838083412941B8C8769E33C3374100560E2D74412941A01A2F9D2FC33741E07A142E65412941"
"G","0.163321003085002","0106000020BD0B00000100000001030000000100000004000000F853E3E5FDC3374170BE9F1A21422941A0703DAA08C43741305C8FC22742294108AC1CDA03C43741601058B924422941F853E3E5FDC3374170BE9F1A21422941"
"G","0.152920502237976","0106000020BD0B00000100000001030000000100000004000000A0703D6AB3C237412085EB51873D294138B4C8D6AFC23741806ABCB4A03D2941D022DB79B1C2374150378941953D2941A0703D6AB3C237412085EB51873D2941"
"G","0.150654001510702","0106000020BD0B00000100000001030000000100000004000000789318C456C437416039B4C8063B2941000000404CC43741709318040C3B2941C8A1459651C43741500C026B093B2941789318C456C437416039B4C8063B2941"
"G","0.119198498898186","0106000020BD0B00000100000001030000000100000004000000D0CCCC4CF9CB3741D022DB39BA6B294178BE9FDAFBCB3741603BDFCFB66B2941102DB27DF9CB37416039B4C8B96B2941D0CCCC4CF9CB3741D022DB39BA6B2941"
"G","0.0715450004499871","0106000020BD0B0000010000000103000000010000000400000008AC1C3A59CC374140DF4F8D346B2941285C8FC259CC3741D04D62D0336B294110022B6758CC3741B09DEF27356B294108AC1C3A59CC374140DF4F8D346B2941"
"G","0.0190080001484603","0106000020BD0B00000100000001030000000100000004000000608FC25524A7384170BC7453365F284118D9CE1724A7384160E5D0A2365F284190ED7CDF23A73841205A643B375F2841608FC25524A7384170BC7453365F2841"
"G","0.0155670002859551","0106000020BD0B00000100000001030000000100000005000000C84B37A9E9CC3741E0F97EEA666A2941B81E858BEACC374120B07228676A2941A045B693EBCC3741508D976E676A2941D8A3707DEBCC374110AE4761676A2941C84B37A9E9CC3741E0F97EEA666A2941"
