"waterbody_type","area_m2","geom"
"L","2178.26059245784","0106000020BD0B0000010000000103000000010000001600000090438B6CA9932541408B6CA71A852E41B047E1FAB3932541B047E13A2A852E41B0F1D28DC99325413033337323852E418095438BEF932541C0CAA1C51F852E4100D57829F5932541A01A2F5D19852E41A09BC460F6932541C0F5285C09852E418016D90EF993254150B81E05E9842E4170E7FBE90F942541303333F3C9842E413008AC9C1B942541D022DB79C3842E4160643B1F2194254170E7FB29BB842E41C0490CC21E942541608FC235AF842E4110AC1C5A1694254110022BC7A7842E41508D972E06942541E04F8D57A4842E4150E3A59BDA9325416039B448AA842E41E0A59B84CE932541B047E1BAAA842E4100AAF1D2C6932541A0703D0AAF842E4110AC1C9AC1932541F07C3F35C1842E41F0A7C64BC7932541D076BE1FED842E41A0C420B0C7932541D078E926F3842E414060E510A9932541906CE77B10852E4140B6F33DA7932541606666A616852E4190438B6CA9932541408B6CA71A852E41"
"L","2168.58154902374","0106000020BD0B0000010000000103000000010000001A000000F0D24DE2DC9D254130B29DAF9DF22D41E0F97EAAE29D25417012838099F22D41A09999D9E59D25419041602587F22D4140B4C836DD9D2541D076BE9F73F22D41F02631C8BD9D2541A0703DCA54F22D4180E926B19F9D2541E0CEF7134EF22D41A09BC460A19D2541305C8F0246F22D4190180416A79D2541906E128341F22D41F0FDD4F8BA9D2541C01E85AB3EF22D417091EDBCC29D2541A0703D8A36F22D41F0D24D22C69D2541F0D24D222CF22D412085EBD1C79D25414060E51024F22D41C020B0B2BD9D2541A045B6B324F22D4160BA494C999D254120DBF93E1AF22D41906E12C37F9D2541F02631081FF22D4150378941749D254150E3A5DB2BF22D417068916D739D2541F07C3FB545F22D41D0A145F67A9D254130B29DAF6DF22D4180EB51F8939D2541F051B8DE86F22D41506210189A9D2541F053E36588F22D412004564E9E9D2541C09F1A2F8EF22D41F0A7C64BA89D2541305EBAC98FF22D41B0726811BC9D25411083C00A8BF22D4100819543C29D2541F0D24DE28CF22D41303333B3CA9D25414060E55094F22D41F0D24DE2DC9D254130B29DAF9DF22D41"
"L","2164.59469153825","0106000020BD0B0000010000000103000000010000001B000000500E2DB262932541D022DB392ECC2E4170BC7453689325414060E5D027CC2E41E0A59B04679325418014AEC70DCC2E41400AD7635E93254140E17A14FECB2E41E02406C14F932541008195C3EECB2E416039B4C84993254100000000EBCB2E41E04F8D973D9325418095438BE9CB2E4120B0726835932541203108ECE5CB2E41F0A7C64B299325417068912DDCCB2E4180E926312493254180C0CA61C2CB2E41A0EFA7861B93254170BC74D3B6CB2E41200681D514932541A01A2FDDA2CB2E41C07493180893254100560E6D93CB2E41007F6ABCFB922541E0A59B048ACB2E41D04D6250F6922541007F6A3C94CB2E41B09DEF67FA9225412004564EC6CB2E4110022BC7F692254100000080CECB2E41608FC2F5EA922541200456CED8CB2E41D0A145B6E792254110022B07E7CB2E41400AD723F4922541701283C0F0CB2E4140B4C836FF922541F0285C4F0ECC2E41B0F1D24D0D932541904160A50FCC2E418095430B1593254180E9263107CC2E4150E3A51B299325412004568E06CC2E41E0A59B8448932541002B87562DCC2E41A045B6B350932541608FC2F530CC2E41500E2DB262932541D022DB392ECC2E41"
"L","2158.33916101092","0106000020BD0B00000100000001030000000100000012000000B0F1D28D648D254170E7FB298A4E2E4110D7A3F06E8D2541305EBAC9914E2E41F051B8DE958D254190416065AA4E2E41205A643BB28D254100D57829B94E2E4140355E3AB88D2541D0CCCC0CB34E2E41F0A7C60BB58D25418095430B9B4E2E41B0F1D28DB28D254130B29D2F8D4E2E413008AC9CA48D254160E5D062634E2E4180EB51389C8D2541D04D62D0574E2E4110D7A3F07F8D2541506210184F4E2E414060E590678D2541305EBA09484E2E418014AE073E8D2541308941A04B4E2E41203108EC298D2541C01E85AB4A4E2E41105839F4278D2541D022DB794A4E2E41C0CAA105248D2541806ABCF44C4E2E41A045B6B3288D25414060E5D05E4E2E41007F6AFC4B8D254120B072287B4E2E41B0F1D28D648D254170E7FB298A4E2E41"
"L","2155.03181849467","0106000020BD0B00000100000001030000000100000012000000500C02EB25B32541F0A7C68BD9932E41B01C5AE41CB32541C020B0F2EB932E41F053E3253CB32541E0FBA9F10E942E41B01C5AA455B32541205A64FB31942E4180EB51F860B32541E0D0225B53942E41A0C4207067B3254190976E5259942E41C07493586FB32541E0CEF7D358942E411083C00A77B32541A0EFA78654942E41E0D0225B84B325419018041644942E417093188489B32541C0F5289C31942E41500C02EB85B32541A0703DCA07942E41D0A370BD85B325412085EB9105942E41603BDF0F81B32541308716D9F7932E41B01C5A246CB32541A09BC4A0E0932E416010583943B32541002B8756CA932E41500C022B37B3254180C0CAA1C6932E41102DB25D2FB325418014AE07C9932E41500C02EB25B32541F0A7C68BD9932E41"
"L","2154.69160197908","0106000020BD0B0000010000000103000000010000001300000090C2F5E80E9F25415037890112552E41500E2DB2059F2541A099999920552E41500C02ABFB9E2541308716194F552E41F0285C0FF09E25413008AC9C5B552E4140DF4F8DF69E25418016D94E67552E41703D0AD70A9F254140B6F37D6A552E41C0CAA105169F2541E04F8D175C552E41D076BE9F459F25413008ACDC4F552E4130871619639F2541E04F8D9748552E4190976E926E9F25414060E5503E552E4120DBF97E709F2541B0F1D20D3A552E4140B6F37D729F2541E0D0221B36552E41A0EFA706739F2541D04D62D017552E41606666A65C9F254160BA49CC0C552E41308941603E9F25410081950308552E416039B448389F25415062105802552E4160E5D0E2379F2541B0726851FC542E41205A643B1E9F254110583934FF542E4190C2F5E80E9F25415037890112552E41"
"L","2147.58601554018","0106000020BD0B00000100000001030000000100000017000000C0F5281C619425412031086CFB4A2E41809543CB51942541D022DB390E4B2E4140B4C8767B942541102DB25D344B2E4140355EBA93942541C0CAA185394B2E4150B81E8598942541C04B37494D4B2E41E02406819E942541D0CCCC0C514B2E4110D9CEF7CD9425418095430B474B2E41508D97EEF7942541A0999959454B2E41E0CEF7D31195254160643B1F424B2E41803F351E1D952541D076BE9F354B2E41D04D62D01C952541E0A59BC42B4B2E4130B29D6F18952541906E12C3234B2E4170BE9F5AEC942541E0A59BC4214B2E41A0703D4AE094254190976E121E4B2E4170BE9F9AD3942541A0703D8A104B2E4180EB51B8C7942541F0285C0F0F4B2E4150621018B59425417068912D2E4B2E4100819503AF94254140B6F33D2E4B2E41806ABCB4A6942541A0C64BB7284B2E4110D9CEB7989425418014AE47294B2E4130DD24C692942541D078E926FB4A2E4190438B6C6C942541F02631C8EA4A2E41C0F5281C619425412031086CFB4A2E41"
"L","2141.9218270299","0106000020BD0B00000100000001030000000100000015000000500E2D72DE242541C0490C4218F52E41904160E5E8242541C0490CC221F52E41308941E00A252541809543CB52F52E41E02406012725254130DD248659F52E41007F6AFC3425254100D578E958F52E417068912D34252541200456CE46F52E41608FC2351B252541C09F1AEF2FF52E4190976E121A252541408B6CA713F52E41E02406C10E25254120DBF9FEF1F42E41906CE77B0A2525414060E550EAF42E41904160E5F924254110AC1CDADAF42E412085EBD1D924254130871659DCF42E41906CE73BC6242541B047E1FAE4F42E4120B07228BE242541305EBA49E3F42E413008AC5CA2242541205A64BBE6F42E418016D98E9C24254110D7A3F0EAF42E41A09BC4A09B242541A09BC42005F52E4140B6F37DB924254110022BC703F52E41E07A142ECA2425419041602515F52E41A09BC460DA242541D0F7536314F52E41500E2D72DE242541C0490C4218F52E41"
"L","2140.1574459835","0106000020BD0B0000010000000103000000010000001400000030DD24C6698F2541904160657C462E4130871659858F2541007F6A3C75462E41906CE73B8B8F254110D9CE376D462E41606666A68A8F2541601058F964462E418095438B928F2541D0A370BD5E462E41B0C8763EA88F2541F0FDD4B855462E4110AE4721CF8F2541C01E85EB3D462E4150E3A51BD78F2541906CE7BB3D462E41B07268D1DA8F2541C020B07237462E41500E2DF2D28F2541B0F3FD940D462E41000000C0CE8F2541809543CB07462E4150E3A55BC18F2541002B875616462E41608FC275BB8F2541D076BE9F18462E41C09F1A2F9D8F2541A09999D913462E41305EBAC9908F254180E926710A462E4140B6F3FD888F2541C07493D80C462E41B09DEF67688F2541B01C5A6428462E41E0D0229B678F25418095434B48462E41C0490C02518F254130B29D6F65462E4130DD24C6698F2541904160657C462E41"
"L","2113.20608950389","0106000020BD0B00000100000001030000000100000011000000D04D6290BE982541C0CAA1C5A25F2E41D0CCCCCCB89825414060E5D0A25F2E41E0F97EAAA4982541603BDFCFCD5F2E41303333F39C982541906E1243D65F2E4180C0CA219B982541E07A146EDC5F2E417068916D9D98254190180456E25F2E411083C0CAAD982541D022DBB9ED5F2E4140E17A54E698254130333373F95F2E418016D90EFD982541A0C64B37DE5F2E41B01C5AA408992541703D0AD7D55F2E41F07C3FF511992541E0F97E6AC35F2E41C09F1A2F0F992541C09F1A6FB15F2E4100560E6D0299254170BE9FDA9D5F2E41D076BE9FFF98254100819503905F2E41603BDF0FFB9825418016D90E805F2E4110583974D298254190438BEC9F5F2E41D04D6290BE982541C0CAA1C5A25F2E41"
